model,revision,qid,shift,correct_label,logit_A,logit_B,logit_C,logit_D
EleutherAI/pythia-160m-deduped,step143000,5,3,A,786.1962890625,783.2942504882812,783.8928833007812,783.2086791992188
EleutherAI/pythia-160m-deduped,step143000,6,0,A,787.1947021484375,785.1755981445312,785.1334838867188,785.2084350585938
EleutherAI/pythia-160m-deduped,step143000,6,1,D,787.1524047851562,785.7606811523438,785.4016723632812,785.4415283203125
EleutherAI/pythia-160m-deduped,step143000,6,2,C,787.3986206054688,785.3048706054688,785.332275390625,785.3231201171875
EleutherAI/pythia-160m-deduped,step143000,6,3,B,787.20654296875,784.6780395507812,785.1546630859375,785.3351440429688
EleutherAI/pythia-160m-deduped,step143000,7,0,D,784.9767456054688,782.2262573242188,782.7119750976562,782.7594604492188
EleutherAI/pythia-160m-deduped,step143000,7,1,C,785.1678466796875,782.7627563476562,783.08154296875,783.1135864257812
EleutherAI/pythia-160m-deduped,step143000,7,2,B,784.811279296875,782.4343872070312,782.7678833007812,782.9564208984375
EleutherAI/pythia-160m-deduped,step143000,7,3,A,784.8358154296875,782.146484375,782.5740356445312,782.60009765625
EleutherAI/pythia-160m-deduped,step143000,8,0,C,785.7446899414062,783.7217407226562,784.0424194335938,783.5318603515625
EleutherAI/pythia-160m-deduped,step143000,8,1,B,785.2421264648438,782.7530517578125,783.1972045898438,783.0299072265625
EleutherAI/pythia-160m-deduped,step143000,8,2,A,786.0401000976562,784.00390625,784.1668701171875,783.7601928710938
EleutherAI/pythia-160m-deduped,step143000,8,3,D,786.0010375976562,783.9229125976562,784.3197021484375,783.6917724609375
EleutherAI/pythia-160m-deduped,step143000,9,0,B,784.49853515625,783.1795654296875,782.2183227539062,782.1812744140625
EleutherAI/pythia-160m-deduped,step143000,9,1,A,784.3990478515625,782.9404296875,781.8572998046875,781.9166870117188
EleutherAI/pythia-160m-deduped,step143000,9,2,D,784.263671875,782.6151733398438,781.4083862304688,781.635009765625
EleutherAI/pythia-160m-deduped,step143000,9,3,C,784.1832275390625,782.64306640625,781.551513671875,781.8452758789062
EleutherAI/pythia-160m-deduped,step143000,10,0,A,781.5081787109375,780.0812377929688,778.9576416015625,781.2122802734375
EleutherAI/pythia-160m-deduped,step143000,10,1,D,782.1046752929688,780.1171264648438,779.6151123046875,782.2044067382812
EleutherAI/pythia-160m-deduped,step143000,10,2,C,782.849853515625,780.3909301757812,780.4065551757812,782.1774291992188
EleutherAI/pythia-160m-deduped,step143000,10,3,B,783.123291015625,781.0703735351562,779.9747314453125,781.9039916992188
EleutherAI/pythia-160m-deduped,step143000,11,0,D,786.5051879882812,784.3682250976562,785.103515625,783.8133544921875
EleutherAI/pythia-160m-deduped,step143000,11,1,C,786.0826416015625,783.7447509765625,784.8359985351562,783.75341796875
EleutherAI/pythia-160m-deduped,step143000,11,2,B,786.2273559570312,783.9153442382812,785.0214233398438,783.7715454101562
EleutherAI/pythia-160m-deduped,step143000,11,3,A,787.072998046875,784.8185424804688,785.8590698242188,784.78076171875
EleutherAI/pythia-160m-deduped,step143000,12,0,C,784.6837768554688,782.7584838867188,782.4164428710938,781.7818603515625
EleutherAI/pythia-160m-deduped,step143000,12,1,B,784.7811279296875,782.853759765625,782.5810546875,782.040283203125
EleutherAI/pythia-160m-deduped,step143000,12,2,A,785.0269165039062,783.3117065429688,782.8218383789062,782.1757202148438
EleutherAI/pythia-160m-deduped,step143000,12,3,D,785.013671875,783.224609375,782.70458984375,782.1599731445312
EleutherAI/pythia-160m-deduped,step143000,13,0,D,785.5355224609375,783.1317138671875,783.0687866210938,782.5128784179688
EleutherAI/pythia-160m-deduped,step143000,13,1,C,785.3121337890625,782.6048583984375,782.80322265625,782.641357421875
EleutherAI/pythia-160m-deduped,step143000,13,2,B,785.8101196289062,783.051513671875,783.1307983398438,783.2347412109375
EleutherAI/pythia-160m-deduped,step143000,13,3,A,785.9317626953125,783.3525390625,783.1439819335938,782.7357177734375
EleutherAI/pythia-160m-deduped,step143000,14,0,B,783.9447631835938,781.864501953125,782.216064453125,781.7550659179688
EleutherAI/pythia-160m-deduped,step143000,14,1,A,785.06689453125,782.4754638671875,783.0949096679688,782.76416015625
EleutherAI/pythia-160m-deduped,step143000,14,2,D,784.5238037109375,782.0364990234375,782.7296142578125,782.0963134765625
EleutherAI/pythia-160m-deduped,step143000,14,3,C,784.3311157226562,781.9393310546875,782.5958862304688,782.0462646484375
EleutherAI/pythia-160m-deduped,step143000,15,0,C,784.3810424804688,781.3850708007812,781.3493041992188,781.2152709960938
EleutherAI/pythia-160m-deduped,step143000,15,1,B,784.2559204101562,781.2798461914062,781.2107543945312,781.0799560546875
EleutherAI/pythia-160m-deduped,step143000,15,2,A,784.314208984375,781.3507690429688,781.3301391601562,781.196533203125
EleutherAI/pythia-160m-deduped,step143000,15,3,D,784.3585815429688,781.4138793945312,781.4303588867188,781.2244262695312
EleutherAI/pythia-160m-deduped,step143000,16,0,D,785.0138549804688,781.3665161132812,782.26123046875,781.7022094726562
EleutherAI/pythia-160m-deduped,step143000,16,1,C,784.928466796875,781.4938354492188,782.2769775390625,781.5399780273438
EleutherAI/pythia-160m-deduped,step143000,16,2,B,784.836669921875,781.3668212890625,782.1600952148438,781.6409301757812
EleutherAI/pythia-160m-deduped,step143000,16,3,A,785.0484619140625,781.7614135742188,782.4031982421875,781.8851318359375
EleutherAI/pythia-160m-deduped,step143000,17,0,A,784.5641479492188,781.5932006835938,781.69677734375,781.64990234375
EleutherAI/pythia-160m-deduped,step143000,17,1,D,784.2623901367188,781.9962768554688,781.6658325195312,781.3695678710938
EleutherAI/pythia-160m-deduped,step143000,17,2,C,784.7450561523438,781.4085083007812,781.524169921875,781.8439331054688
EleutherAI/pythia-160m-deduped,step143000,17,3,B,784.5150146484375,781.4381103515625,781.4172973632812,781.5804443359375
EleutherAI/pythia-160m-deduped,step143000,18,0,B,786.7481689453125,784.5853881835938,785.018798828125,784.7371215820312
EleutherAI/pythia-160m-deduped,step143000,18,1,A,786.4472045898438,784.4633178710938,784.6785278320312,784.6127319335938
EleutherAI/pythia-160m-deduped,step143000,18,2,D,786.541259765625,784.7432250976562,784.8820190429688,784.6533813476562
EleutherAI/pythia-160m-deduped,step143000,18,3,C,786.284423828125,784.8589477539062,785.1988525390625,784.1787109375
EleutherAI/pythia-160m-deduped,step143000,19,0,C,786.490234375,784.8428344726562,784.4103393554688,783.763916015625
EleutherAI/pythia-160m-deduped,step143000,19,1,B,786.4534301757812,785.1207275390625,784.4871215820312,783.9074096679688
EleutherAI/pythia-160m-deduped,step143000,19,2,A,786.929443359375,785.5374145507812,784.9219360351562,784.3447265625
EleutherAI/pythia-160m-deduped,step143000,19,3,D,786.2139892578125,784.9097290039062,784.2340087890625,783.5897827148438
EleutherAI/pythia-160m-deduped,step143000,20,0,C,785.9384765625,783.6396484375,784.1062622070312,783.8757934570312
EleutherAI/pythia-160m-deduped,step143000,20,1,B,785.7113037109375,783.7965698242188,784.131591796875,783.6815795898438
EleutherAI/pythia-160m-deduped,step143000,20,2,A,785.7059936523438,783.6497802734375,783.9188842773438,783.7203369140625
EleutherAI/pythia-160m-deduped,step143000,20,3,D,785.9600830078125,783.974853515625,784.2401123046875,784.0441284179688
EleutherAI/pythia-160m-deduped,step143000,21,0,D,785.3731079101562,783.6790771484375,783.3587036132812,782.8106689453125
EleutherAI/pythia-160m-deduped,step143000,21,1,C,785.0087280273438,784.026123046875,783.1553955078125,782.8073120117188
EleutherAI/pythia-160m-deduped,step143000,21,2,B,785.182861328125,783.1170654296875,783.1207275390625,782.9611206054688
EleutherAI/pythia-160m-deduped,step143000,21,3,A,785.0818481445312,783.5623779296875,783.1527099609375,782.7532958984375
EleutherAI/pythia-160m-deduped,step143000,22,0,B,787.68408203125,786.3207397460938,785.2249755859375,784.7482299804688
EleutherAI/pythia-160m-deduped,step143000,22,1,A,788.1159057617188,786.2191772460938,785.8446655273438,785.6246948242188
EleutherAI/pythia-160m-deduped,step143000,22,2,D,788.3741455078125,786.199462890625,785.7381591796875,785.3906860351562
EleutherAI/pythia-160m-deduped,step143000,22,3,C,787.901611328125,786.1412353515625,785.4662475585938,785.244140625
EleutherAI/pythia-160m-deduped,step143000,23,0,C,783.501708984375,781.7610473632812,782.0211791992188,781.1788940429688
EleutherAI/pythia-160m-deduped,step143000,23,1,B,783.7427978515625,781.5632934570312,782.0298461914062,781.7345581054688
EleutherAI/pythia-160m-deduped,step143000,23,2,A,783.6324462890625,781.743408203125,781.7301025390625,781.452880859375
EleutherAI/pythia-160m-deduped,step143000,23,3,D,783.44970703125,781.3045043945312,781.8648071289062,781.2706298828125
EleutherAI/pythia-160m-deduped,step143000,24,0,C,784.7041625976562,782.7434692382812,782.2197265625,781.243896484375
EleutherAI/pythia-160m-deduped,step143000,24,1,B,784.6593627929688,782.4805297851562,782.4157104492188,781.588623046875
EleutherAI/pythia-160m-deduped,step143000,24,2,A,784.9451904296875,782.5414428710938,782.5369873046875,781.9089965820312
EleutherAI/pythia-160m-deduped,step143000,24,3,D,784.4971923828125,781.6514282226562,781.9774780273438,781.4627685546875
EleutherAI/pythia-160m-deduped,step143000,25,0,B,785.17626953125,783.3635864257812,783.6265869140625,783.3248291015625
EleutherAI/pythia-160m-deduped,step143000,25,1,A,784.97900390625,783.1967163085938,783.896240234375,783.33251953125
EleutherAI/pythia-160m-deduped,step143000,25,2,D,784.9977416992188,783.88427734375,783.6135864257812,783.4580078125
EleutherAI/pythia-160m-deduped,step143000,25,3,C,785.7588500976562,784.5671997070312,784.411865234375,784.3037719726562
EleutherAI/pythia-160m-deduped,step143000,26,0,B,784.6780395507812,782.48876953125,782.989501953125,781.5286254882812
EleutherAI/pythia-160m-deduped,step143000,26,1,A,784.7633666992188,782.3365478515625,783.0176391601562,781.743896484375
EleutherAI/pythia-160m-deduped,step143000,26,2,D,783.1078491210938,780.9498291015625,781.5449829101562,779.689453125
EleutherAI/pythia-160m-deduped,step143000,26,3,C,784.2027587890625,781.9467163085938,782.7089233398438,781.1986083984375
EleutherAI/pythia-160m-deduped,step143000,27,0,B,785.9242553710938,784.731689453125,784.3290405273438,784.523193359375
EleutherAI/pythia-160m-deduped,step143000,27,1,A,785.5685424804688,783.9895629882812,784.1565551757812,784.39111328125
EleutherAI/pythia-160m-deduped,step143000,27,2,D,786.131103515625,784.133056640625,784.4213256835938,784.874755859375
EleutherAI/pythia-160m-deduped,step143000,27,3,C,785.6447143554688,783.9061889648438,783.9307861328125,784.5767822265625
EleutherAI/pythia-160m-deduped,step143000,28,0,D,785.5164184570312,782.895751953125,783.7645263671875,782.4515380859375
EleutherAI/pythia-160m-deduped,step143000,28,1,C,784.9210815429688,782.8189086914062,783.3386840820312,782.0880737304688
EleutherAI/pythia-160m-deduped,step143000,28,2,B,785.2388916015625,783.0762939453125,783.6428833007812,782.2860107421875
EleutherAI/pythia-160m-deduped,step143000,28,3,A,785.0621337890625,782.8861083984375,783.2640991210938,782.556640625
EleutherAI/pythia-160m-deduped,step143000,29,0,B,784.0702514648438,781.4653930664062,781.2658081054688,780.34765625
EleutherAI/pythia-160m-deduped,step143000,29,1,A,783.9393920898438,781.5707397460938,781.5313720703125,780.8165893554688
EleutherAI/pythia-160m-deduped,step143000,29,2,D,784.6359252929688,782.76123046875,782.1036376953125,781.0433959960938
EleutherAI/pythia-160m-deduped,step143000,29,3,C,784.41259765625,782.5341796875,782.8281860351562,781.047607421875
EleutherAI/pythia-160m-deduped,step143000,30,0,C,784.7005004882812,782.593994140625,782.9396362304688,782.2261352539062
EleutherAI/pythia-160m-deduped,step143000,30,1,B,784.170654296875,781.4862670898438,782.1322631835938,781.5164184570312
EleutherAI/pythia-160m-deduped,step143000,30,2,A,784.1287231445312,781.2554321289062,781.8430786132812,781.555419921875
EleutherAI/pythia-160m-deduped,step143000,30,3,D,784.7632446289062,782.320068359375,782.6798095703125,782.340087890625
EleutherAI/pythia-160m-deduped,step143000,31,0,A,782.3448486328125,780.4248657226562,781.8969116210938,779.94873046875
EleutherAI/pythia-160m-deduped,step143000,31,1,D,782.6190795898438,780.7459716796875,782.3263549804688,780.6454467773438
EleutherAI/pythia-160m-deduped,step143000,31,2,C,782.2047729492188,780.6487426757812,782.2399291992188,780.0498046875
EleutherAI/pythia-160m-deduped,step143000,31,3,B,782.59228515625,780.8379516601562,781.9995727539062,780.1947631835938
EleutherAI/pythia-160m-deduped,step143000,32,0,C,785.6790161132812,783.9931640625,783.7950439453125,783.3543090820312
EleutherAI/pythia-160m-deduped,step143000,32,1,B,786.7145385742188,784.1218872070312,784.2731323242188,784.0291137695312
EleutherAI/pythia-160m-deduped,step143000,32,2,A,785.1253051757812,783.3760986328125,783.4464111328125,783.1307373046875
EleutherAI/pythia-160m-deduped,step143000,32,3,D,785.2413330078125,783.27490234375,783.0004272460938,782.6279907226562
EleutherAI/pythia-160m-deduped,step143000,33,0,B,784.6048583984375,782.8822021484375,784.7247924804688,783.1369018554688
EleutherAI/pythia-160m-deduped,step143000,33,1,A,783.904541015625,782.3800659179688,784.19677734375,782.3361206054688
EleutherAI/pythia-160m-deduped,step143000,33,2,D,783.669677734375,782.4224243164062,783.8822021484375,782.59033203125
EleutherAI/pythia-160m-deduped,step143000,33,3,C,783.357666015625,781.9111328125,783.865966796875,782.4277954101562
EleutherAI/pythia-160m-deduped,step143000,34,0,C,785.76806640625,783.8316040039062,784.2472534179688,783.0888671875
EleutherAI/pythia-160m-deduped,step143000,34,1,B,784.5802612304688,783.2747802734375,782.9774780273438,782.2408447265625
EleutherAI/pythia-160m-deduped,step143000,34,2,A,784.5108642578125,782.5098876953125,783.0831909179688,781.511474609375
EleutherAI/pythia-160m-deduped,step143000,34,3,D,783.3848876953125,780.9232177734375,781.3582153320312,780.1207275390625
EleutherAI/pythia-160m-deduped,step143000,35,0,C,784.3058471679688,782.0065307617188,782.0653076171875,781.6892700195312
EleutherAI/pythia-160m-deduped,step143000,35,1,B,784.0127563476562,781.6646118164062,781.6302490234375,781.315185546875
EleutherAI/pythia-160m-deduped,step143000,35,2,A,784.1253051757812,781.9366455078125,781.81982421875,781.5874633789062
EleutherAI/pythia-160m-deduped,step143000,35,3,D,784.1975708007812,782.1032104492188,781.7817993164062,781.52734375
EleutherAI/pythia-160m-deduped,step143000,36,0,D,786.9674682617188,784.7974853515625,784.5704956054688,784.1923828125
EleutherAI/pythia-160m-deduped,step143000,36,1,C,786.5946655273438,784.5430908203125,784.6693725585938,784.4083251953125
EleutherAI/pythia-160m-deduped,step143000,36,2,B,787.5087890625,785.3204956054688,785.1603393554688,785.1588745117188
EleutherAI/pythia-160m-deduped,step143000,36,3,A,786.7599487304688,784.3548583984375,784.1721801757812,783.936767578125
EleutherAI/pythia-160m-deduped,step143000,37,0,C,786.1398315429688,783.9688720703125,784.3848266601562,783.8652954101562
EleutherAI/pythia-160m-deduped,step143000,37,1,B,785.86669921875,784.0618286132812,784.5106811523438,783.7437744140625
EleutherAI/pythia-160m-deduped,step143000,37,2,A,785.8163452148438,783.874267578125,784.2433471679688,783.7214965820312
EleutherAI/pythia-160m-deduped,step143000,37,3,D,785.9888916015625,784.2635498046875,784.53515625,783.9050903320312
EleutherAI/pythia-160m-deduped,step143000,38,0,C,785.5454711914062,783.8724975585938,783.857421875,783.0996704101562
EleutherAI/pythia-160m-deduped,step143000,38,1,B,785.4625244140625,784.01416015625,783.5048828125,783.3418579101562
EleutherAI/pythia-160m-deduped,step143000,38,2,A,786.0096435546875,784.0534057617188,783.83984375,783.4138793945312
EleutherAI/pythia-160m-deduped,step143000,38,3,D,784.978759765625,782.9962768554688,782.9387817382812,782.466796875
EleutherAI/pythia-160m-deduped,step143000,39,0,C,786.480712890625,785.0499267578125,785.9548950195312,785.76708984375
EleutherAI/pythia-160m-deduped,step143000,39,1,B,785.5923461914062,784.9227905273438,785.1544799804688,784.6630859375
EleutherAI/pythia-160m-deduped,step143000,39,2,A,786.7778930664062,784.9352416992188,786.3247680664062,785.9581909179688
EleutherAI/pythia-160m-deduped,step143000,39,3,D,786.6395263671875,785.6845092773438,785.8927001953125,785.3145141601562
EleutherAI/pythia-160m-deduped,step143000,40,0,C,783.9073486328125,781.6769409179688,781.3983154296875,781.1246337890625
EleutherAI/pythia-160m-deduped,step143000,40,1,B,783.950439453125,781.7071533203125,781.3411254882812,781.000244140625
EleutherAI/pythia-160m-deduped,step143000,40,2,A,783.5984497070312,781.2766723632812,780.9903564453125,780.689697265625
EleutherAI/pythia-160m-deduped,step143000,40,3,D,783.6195068359375,781.349365234375,780.9921875,780.8116455078125
EleutherAI/pythia-160m-deduped,step143000,41,0,A,785.4868774414062,782.9737548828125,782.9666748046875,782.4082641601562
EleutherAI/pythia-160m-deduped,step143000,41,1,D,785.933349609375,783.6658935546875,783.6958618164062,783.072509765625
EleutherAI/pythia-160m-deduped,step143000,41,2,C,786.0418701171875,783.7625122070312,783.744384765625,782.9727172851562
EleutherAI/pythia-160m-deduped,step143000,41,3,B,785.8170166015625,783.2305297851562,783.7555541992188,783.1735229492188
EleutherAI/pythia-160m-deduped,step143000,42,0,A,781.5416870117188,779.4385986328125,779.635498046875,780.54931640625
EleutherAI/pythia-160m-deduped,step143000,42,1,D,779.7725219726562,777.691650390625,777.7662353515625,778.6993408203125
EleutherAI/pythia-160m-deduped,step143000,42,2,C,779.16259765625,776.9610595703125,777.0977172851562,777.7522583007812
EleutherAI/pythia-160m-deduped,step143000,42,3,B,782.8197021484375,780.8807373046875,780.9524536132812,781.253173828125
EleutherAI/pythia-160m-deduped,step143000,43,0,C,784.8853149414062,782.996337890625,782.1771850585938,782.132568359375
EleutherAI/pythia-160m-deduped,step143000,43,1,B,784.7216186523438,782.83740234375,781.9456787109375,782.0682983398438
EleutherAI/pythia-160m-deduped,step143000,43,2,A,784.7269287109375,782.7850952148438,781.8680419921875,781.9332275390625
EleutherAI/pythia-160m-deduped,step143000,43,3,D,785.2660522460938,783.1417846679688,782.446044921875,782.4598388671875
EleutherAI/pythia-160m-deduped,step143000,44,0,A,782.6024780273438,780.1808471679688,781.1942749023438,779.513671875
EleutherAI/pythia-160m-deduped,step143000,44,1,D,782.4131469726562,779.3056640625,779.8485717773438,778.899169921875
EleutherAI/pythia-160m-deduped,step143000,44,2,C,783.6475219726562,781.4589233398438,781.5091552734375,780.9678955078125
EleutherAI/pythia-160m-deduped,step143000,44,3,B,783.5039672851562,780.5133056640625,781.6526489257812,780.3824462890625
EleutherAI/pythia-160m-deduped,step143000,45,0,C,787.536376953125,784.4739379882812,784.7257690429688,784.2755126953125
EleutherAI/pythia-160m-deduped,step143000,45,1,B,787.552490234375,784.6080322265625,784.8738403320312,784.4995727539062
EleutherAI/pythia-160m-deduped,step143000,45,2,A,786.7259521484375,784.365478515625,784.5419311523438,784.1571044921875
EleutherAI/pythia-160m-deduped,step143000,45,3,D,787.6716918945312,784.4576416015625,784.7850341796875,784.3568115234375
EleutherAI/pythia-160m-deduped,step143000,46,0,A,784.6065673828125,782.8251342773438,783.7022705078125,783.32421875
EleutherAI/pythia-160m-deduped,step143000,46,1,D,784.798095703125,783.967041015625,783.787353515625,783.2733154296875
EleutherAI/pythia-160m-deduped,step143000,46,2,C,785.7045288085938,783.4119873046875,784.1248779296875,783.7804565429688
EleutherAI/pythia-160m-deduped,step143000,46,3,B,785.500244140625,783.34326171875,783.902099609375,784.0426025390625
EleutherAI/pythia-160m-deduped,step143000,47,0,B,782.5739135742188,780.9938354492188,779.52197265625,779.1760864257812
EleutherAI/pythia-160m-deduped,step143000,47,1,A,783.532958984375,781.6724243164062,780.3389282226562,780.3576049804688
EleutherAI/pythia-160m-deduped,step143000,47,2,D,783.561279296875,781.6399536132812,780.4678344726562,780.0192260742188
EleutherAI/pythia-160m-deduped,step143000,47,3,C,783.6720581054688,781.2841796875,780.3452758789062,780.0076293945312
EleutherAI/pythia-160m-deduped,step143000,48,0,D,785.8134155273438,783.7073974609375,782.4047241210938,782.847412109375
EleutherAI/pythia-160m-deduped,step143000,48,1,C,785.6296997070312,783.4972534179688,782.1317749023438,782.7011108398438
EleutherAI/pythia-160m-deduped,step143000,48,2,B,785.4866943359375,783.4542846679688,782.34765625,782.6513061523438
EleutherAI/pythia-160m-deduped,step143000,48,3,A,785.7175903320312,783.5973510742188,782.295654296875,782.6094970703125
EleutherAI/pythia-160m-deduped,step143000,49,0,C,784.491455078125,782.5061645507812,781.5296630859375,780.6860961914062
EleutherAI/pythia-160m-deduped,step143000,49,1,B,785.1183471679688,783.0809326171875,783.1131591796875,782.1832885742188
EleutherAI/pythia-160m-deduped,step143000,49,2,A,784.5137939453125,782.8007202148438,782.5900268554688,781.78125
EleutherAI/pythia-160m-deduped,step143000,49,3,D,784.9266967773438,783.4520263671875,782.66064453125,782.272216796875
EleutherAI/pythia-160m-deduped,step143000,50,0,A,784.02587890625,782.4078979492188,783.3538818359375,782.0477905273438
EleutherAI/pythia-160m-deduped,step143000,50,1,D,783.88818359375,782.5924682617188,783.143310546875,782.1154174804688
EleutherAI/pythia-160m-deduped,step143000,50,2,C,783.7005615234375,782.0338134765625,782.5408325195312,781.1876220703125
EleutherAI/pythia-160m-deduped,step143000,50,3,B,784.41357421875,782.6917724609375,783.1906127929688,782.1805419921875
EleutherAI/pythia-160m-deduped,step143000,51,0,B,786.066162109375,783.6226806640625,784.1000366210938,784.193603515625
EleutherAI/pythia-160m-deduped,step143000,51,1,A,786.199462890625,785.11376953125,783.6679077148438,783.334716796875
EleutherAI/pythia-160m-deduped,step143000,51,2,D,785.7518310546875,784.0059814453125,783.4444580078125,782.8417358398438
EleutherAI/pythia-160m-deduped,step143000,51,3,C,786.3917846679688,783.7603149414062,783.781982421875,784.0537109375
EleutherAI/pythia-160m-deduped,step143000,52,0,D,784.4099731445312,782.1351318359375,782.03076171875,781.4445190429688
EleutherAI/pythia-160m-deduped,step143000,52,1,C,784.5396118164062,782.1671752929688,782.2405395507812,781.5977172851562
EleutherAI/pythia-160m-deduped,step143000,52,2,B,784.2703247070312,781.8057861328125,781.8373413085938,781.3302612304688
EleutherAI/pythia-160m-deduped,step143000,52,3,A,784.4151611328125,782.1669921875,782.1493530273438,781.4754638671875
EleutherAI/pythia-160m-deduped,step143000,53,0,A,783.3613891601562,781.20458984375,782.0587158203125,780.3583984375
EleutherAI/pythia-160m-deduped,step143000,53,1,D,783.3438720703125,781.18994140625,782.0489501953125,780.3087158203125
EleutherAI/pythia-160m-deduped,step143000,53,2,C,783.1895141601562,780.9720458984375,781.9096069335938,780.0839233398438
EleutherAI/pythia-160m-deduped,step143000,53,3,B,783.105224609375,780.839111328125,782.0942993164062,780.2860107421875
EleutherAI/pythia-160m-deduped,step143000,54,0,A,786.4466552734375,784.53662109375,784.7389526367188,784.2078857421875
EleutherAI/pythia-160m-deduped,step143000,54,1,D,786.1664428710938,784.5917358398438,784.8181762695312,784.0634765625
EleutherAI/pythia-160m-deduped,step143000,54,2,C,786.1886596679688,784.5311279296875,784.44873046875,784.035888671875
EleutherAI/pythia-160m-deduped,step143000,54,3,B,786.453125,784.9413452148438,784.8145141601562,784.3560180664062
EleutherAI/pythia-160m-deduped,step143000,55,0,D,783.5494995117188,781.0029296875,781.7675170898438,781.4117431640625
EleutherAI/pythia-160m-deduped,step143000,55,1,C,784.4593505859375,782.043701171875,782.8170166015625,782.3297119140625
EleutherAI/pythia-160m-deduped,step143000,55,2,B,783.8439331054688,781.8800048828125,782.6839599609375,782.1669311523438
EleutherAI/pythia-160m-deduped,step143000,55,3,A,783.0089111328125,780.9530029296875,781.2579956054688,781.1307373046875
EleutherAI/pythia-160m-deduped,step143000,56,0,B,785.0823974609375,784.5051879882812,783.599365234375,783.4859619140625
EleutherAI/pythia-160m-deduped,step143000,56,1,A,785.0722045898438,783.6369018554688,783.0360107421875,783.2251586914062
EleutherAI/pythia-160m-deduped,step143000,56,2,D,784.9163208007812,783.6965942382812,783.0535278320312,782.761962890625
EleutherAI/pythia-160m-deduped,step143000,56,3,C,785.0347290039062,783.7828979492188,783.2033081054688,783.2147216796875
EleutherAI/pythia-160m-deduped,step143000,57,0,A,786.9718017578125,785.677978515625,784.9774169921875,784.9121704101562
EleutherAI/pythia-160m-deduped,step143000,57,1,D,786.259765625,784.1964721679688,784.3397827148438,783.6798095703125
EleutherAI/pythia-160m-deduped,step143000,57,2,C,785.84619140625,784.5216064453125,783.9945678710938,783.61767578125
EleutherAI/pythia-160m-deduped,step143000,57,3,B,786.7977905273438,785.797607421875,785.132568359375,784.6423950195312
EleutherAI/pythia-160m-deduped,step143000,58,0,C,788.1600341796875,785.294921875,785.2325439453125,784.9539794921875
EleutherAI/pythia-160m-deduped,step143000,58,1,B,787.5126953125,785.1326293945312,785.3656616210938,785.048095703125
EleutherAI/pythia-160m-deduped,step143000,58,2,A,787.3173217773438,784.9448852539062,785.0435180664062,784.7962036132812
EleutherAI/pythia-160m-deduped,step143000,58,3,D,787.1757202148438,784.5263061523438,784.7142333984375,784.5095825195312
