pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0077,swap,B,-3.4094,-0.0344,-7.7844,453,202
p0078,orig,B,-1.9112,-0.1612,-7.1612,529,242
p0078,swap,B,-1.1402,-0.3902,-5.8902,529,229
p0079,orig,A,-0.3886,-1.1386,-6.5136,535,241
p0079,swap,B,-1.9118,-0.1618,-7.0368,535,228
p0080,orig,A,-0.4758,-0.9758,-6.4758,506,211
p0080,swap,B,-2.0192,-0.1442,-7.0192,506,207
p0081,orig,A,-0.2960,-1.5460,-3.1710,422,194
p0081,swap,B,-2.3514,-0.1014,-7.3514,422,182
p0082,orig,B,-1.1394,-0.3894,-6.2644,449,205
p0082,swap,B,-1.1504,-0.4004,-4.4004,449,193
p0083,orig,B,-1.7026,-0.2026,-7.2026,324,162
p0083,swap,B,-1.8058,-0.1808,-7.5558,324,149
p0084,orig,B,-3.2885,-0.0385,-8.6635,334,160
p0084,swap,B,-0.9764,-0.4764,-6.4764,334,148
p0085,orig,B,-1.0666,-0.4416,-4.4416,363,164
p0085,swap,B,-4.5115,-0.0115,-9.1365,363,153
p0086,orig,B,-1.8057,-0.1807,-8.6807,346,163
p0086,swap,B,-1.4071,-0.2821,-8.9071,346,150
p0087,orig,B,-0.9762,-0.4762,-6.6012,333,158
p0087,swap,B,-2.5797,-0.0797,-8.0797,333,146
p0088,orig,B,-4.0207,-0.0207,-6.1457,305,142
p0088,swap,B,-1.2379,-0.3629,-4.3629,305,131
p0089,orig,B,-5.6290,-0.0040,-8.8790,321,159
p0089,swap,A,-0.2136,-1.8386,-3.4636,321,146
p0090,orig,B,-6.0029,-0.0029,-8.7529,386,180
p0090,swap,A,-0.0571,-3.4321,-3.8071,386,170
p0091,orig,B,-4.7592,-0.0092,-8.5092,328,157
p0091,swap,A,-0.6023,-0.8523,-3.7273,328,148
p0092,orig,B,-2.0201,-0.1451,-8.5201,365,166
p0092,swap,A,-0.2543,-1.5043,-7.5043,365,154
p0093,orig,B,-3.4094,-0.0344,-8.6594,409,188
p0093,swap,A,-0.1436,-2.0186,-8.2686,409,176
p0094,orig,B,-4.1419,-0.0169,-8.3919,655,283
p0094,swap,A,-0.0472,-3.1722,-5.5472,655,286
p0095,orig,B,-2.8128,-0.0628,-8.0628,523,234
p0095,swap,A,-0.2109,-1.7109,-4.7109,523,230
p0096,orig,B,-3.6518,-0.0268,-8.5268,575,250
p0096,swap,A,-0.0560,-3.0560,-4.9310,575,241
p0097,orig,B,-3.5303,-0.0303,-8.7803,647,296
p0097,swap,A,-0.0773,-2.7023,-4.9523,647,284
p0098,orig,A,-0.1851,-1.9351,-3.8101,769,342
p0098,swap,B,-3.0504,-0.0504,-7.3004,769,334
p0099,orig,A,-0.2664,-1.6414,-3.2664,637,273
p0099,swap,B,-2.0190,-0.1440,-7.0190,637,262
p0100,orig,B,-1.3153,-0.3153,-6.6903,744,320
p0100,swap,A,-0.1353,-2.1353,-4.8853,744,310
p0101,orig,A,-0.2859,-1.6609,-2.9109,689,306
p0101,swap,B,-2.2398,-0.1148,-6.7398,689,294
p0102,orig,B,-1.8069,-0.1819,-6.6819,761,322
p0102,swap,A,-0.2916,-1.6666,-2.7916,761,314
p0103,orig,B,-3.1682,-0.0432,-10.0432,288,138
p0103,swap,B,-1.5021,-0.2521,-9.7521,288,125
p0104,orig,B,-1.7018,-0.2018,-8.5768,274,134
p0104,swap,B,-5.7533,-0.0033,-11.2533,274,122
p0105,orig,A,-0.1727,-1.9227,-4.4227,347,163
p0105,swap,B,-4.2646,-0.0146,-8.2646,347,151
p0106,orig,A,-0.0446,-5.4196,-6.1696,269,126
p0106,swap,A,-0.0446,-5.4196,-6.1696,269,115
p0107,orig,B,-4.2644,-0.0144,-8.8894,282,130
p0107,swap,A,-0.4761,-0.9761,-6.3511,282,119
p0108,orig,A,-0.6996,-0.6996,-5.3246,785,331
p0108,swap,A,-0.0513,-3.0513,-6.1763,785,329
p0109,orig,A,-0.1847,-1.9347,-3.8097,454,199
p0109,swap,A,-0.1587,-2.1587,-3.5337,454,194
p0110,orig,A,-0.0594,-3.1844,-4.1844,517,231
p0110,swap,B,-1.3229,-0.3229,-4.8229,517,219
p0111,orig,A,-0.1038,-2.6038,-3.7288,785,332
p0111,swap,B,-0.8385,-0.5885,-4.4635,785,335
p0112,orig,A,-0.0717,-3.0717,-3.8217,372,180
p0112,swap,B,-2.3553,-0.1053,-5.4803,372,158
p0113,orig,A,-0.2549,-1.5049,-7.2549,376,166
p0113,swap,B,-3.4097,-0.0347,-7.9097,376,155
p0114,orig,B,-4.8829,-0.0079,-9.2579,392,190
p0114,swap,A,-0.0715,-2.6965,-7.1965,392,172
p0115,orig,B,-5.6287,-0.0037,-9.5037,310,141
p0115,swap,A,-0.0671,-2.9421,-4.4421,310,130
p0116,orig,B,-2.9305,-0.0555,-7.8055,276,130
p0116,swap,B,-0.9771,-0.4771,-5.9771,276,119
p0117,orig,A,-0.0747,-2.6997,-5.4497,309,141
p0117,swap,B,-5.2554,-0.0054,-9.5054,309,130
p0118,orig,B,-1.0552,-0.4302,-6.9302,323,158
p0118,swap,B,-4.2644,-0.0144,-9.0144,323,146
p0119,orig,A,-0.0118,-7.8868,-7.6368,275,131
p0119,swap,A,-0.0118,-7.8868,-7.6368,275,119
p0120,orig,A,-0.2531,-1.5031,-7.1281,289,137
p0120,swap,B,-5.1311,-0.0061,-9.5061,289,127
p0121,orig,B,-4.0187,-0.0187,-8.0187,355,162
p0121,swap,A,-0.0158,-4.6408,-5.1408,355,151
p0122,orig,B,-4.6350,-0.0100,-8.7600,296,139
p0122,swap,A,-0.0921,-2.7171,-3.8421,296,127
p0123,orig,B,-3.7736,-0.0236,-8.6486,409,176
p0123,swap,B,-1.1400,-0.3900,-5.8900,409,172
p0124,orig,B,-2.1288,-0.1288,-6.5038,327,159
p0124,swap,B,-1.3142,-0.3142,-7.3142,327,148
p0125,orig,B,-0.9772,-0.4772,-5.8522,306,142
p0125,swap,B,-3.5300,-0.0300,-8.6550,306,131
p0126,orig,B,-2.5796,-0.0796,-7.4546,350,162
p0126,swap,A,-0.3145,-1.3145,-6.8145,350,151
p0127,orig,B,-1.7021,-0.2021,-7.5771,304,142
p0127,swap,B,-5.3798,-0.0048,-9.0048,304,131
p0128,orig,B,-1.9109,-0.1609,-7.5359,439,189
p0128,swap,A,-0.1289,-2.5039,-3.2539,439,180
p0129,orig,B,-4.2647,-0.0147,-8.3897,653,286
p0129,swap,A,-0.3022,-1.5522,-3.0522,653,282
p0130,orig,A,-0.3545,-1.3545,-3.2295,422,187
p0130,swap,A,-0.6044,-0.8544,-3.6044,422,182
p0131,orig,A,-0.3890,-1.1390,-6.8890,457,205
p0131,swap,B,-3.2885,-0.0385,-8.4135,457,195
p0132,orig,A,-0.2091,-1.7091,-4.9591,442,195
p0132,swap,B,-2.6958,-0.0708,-7.4458,442,184
p0133,orig,B,-2.1289,-0.1289,-6.5039,602,263
p0133,swap,A,-0.0242,-4.0242,-5.1492,602,255
p0134,orig,A,-0.1361,-2.7611,-2.7611,303,145
p0134,swap,B,-2.5815,-0.0815,-6.2065,303,132
p0135,orig,B,-0.7639,-0.6389,-5.1389,638,272
p0135,swap,A,-0.1233,-2.2483,-4.6233,638,261
p0136,orig,A,-0.2305,-2.4805,-2.1055,504,214
p0136,swap,B,-4.6348,-0.0098,-10.0098,504,204
p0137,orig,A,-0.1528,-2.0278,-4.6528,839,376
p0137,swap,B,-1.2257,-0.3507,-6.4757,839,366
p0138,orig,A,-0.1438,-2.0188,-8.0188,452,208
p0138,swap,B,-1.4075,-0.2825,-7.7825,452,194
p0139,orig,B,-1.1377,-0.3877,-8.1377,476,208
p0139,swap,B,-2.6953,-0.0703,-8.8203,476,197
p0140,orig,B,-3.6518,-0.0268,-8.1518,381,169
p0140,swap,A,-0.3681,-1.2431,-3.9931,381,156
p0141,orig,B,-3.4093,-0.0343,-7.6593,497,208
p0141,swap,A,-0.1505,-2.0255,-4.9005,497,199
p0142,orig,A,-0.5878,-0.8378,-4.4628,1269,566
p0142,swap,A,-0.4700,-1.0950,-3.2200,1269,564
p0143,orig,B,-3.1686,-0.0436,-8.5436,638,271
p0143,swap,A,-0.4761,-0.9761,-6.9761,638,265
p0144,orig,A,-0.0757,-2.8257,-4.3257,568,245
p0144,swap,B,-2.6967,-0.0717,-6.4467,568,249
p0145,orig,A,-0.5877,-0.8377,-4.4627,1261,566
p0145,swap,A,-0.3289,-1.4539,-3.0789,1261,563
p0146,orig,B,-0.7593,-0.6343,-6.6343,939,422
p0146,swap,A,-0.1371,-2.1371,-4.6371,939,412
p0147,orig,A,-0.2373,-1.6123,-4.4873,750,328
p0147,swap,B,-2.0193,-0.1443,-6.6443,750,314
p0148,orig,A,-0.1006,-2.6006,-3.8506,720,316
p0148,swap,B,-3.5302,-0.0302,-7.9052,720,303
p0149,orig,A,-0.1553,-2.0303,-4.4053,495,213
p0149,swap,B,-4.0183,-0.0183,-8.8933,495,201
p0150,orig,B,-2.9323,-0.0573,-6.4323,562,243
p0150,swap,A,-0.0664,-3.0664,-4.0664,562,231
p0151,orig,B,-3.0493,-0.0493,-7.4243,566,245
p0151,swap,A,-0.0723,-2.9473,-4.0723,566,232
p0152,orig,A,-0.2868,-1.4118,-5.2868,770,340
p0152,swap,A,-0.2648,-1.5148,-4.5148,770,331
p0153,orig,A,-0.0505,-3.3005,-4.4255,564,243
p0153,swap,B,-2.8147,-0.0647,-6.1897,564,233
p0154,orig,B,-2.5796,-0.0796,-7.5796,534,235
p0154,swap,A,-0.0775,-2.8275,-4.2025,534,224
p0155,orig,B,-4.2644,-0.0144,-8.7644,481,210
p0155,swap,A,-0.0178,-4.5178,-5.0178,481,199
p0156,orig,B,-2.3665,-0.1165,-4.2415,289,137
p0156,swap,A,-0.4834,-0.9834,-4.7334,289,131
p0157,orig,A,-0.4485,-1.0735,-3.9485,869,376
p0157,swap,B,-1.4117,-0.2867,-5.2867,869,371
p0158,orig,B,-0.8279,-0.5779,-6.7029,623,272
p0158,swap,A,-0.0688,-2.8188,-5.0688,623,259
p0159,orig,A,-0.1815,-1.8065,-6.5565,674,296
p0159,swap,A,-0.2839,-1.4089,-6.0339,674,286
p0160,orig,B,-3.0497,-0.0497,-7.0497,478,208
p0160,swap,A,-0.0768,-2.7018,-5.0768,478,197
p0161,orig,B,-5.2554,-0.0054,-9.8804,388,185
p0161,swap,A,-0.3159,-1.3159,-7.6909,388,172
p0162,orig,A,-0.1360,-2.1360,-4.7610,495,198
p0162,swap,B,-0.9822,-0.4822,-4.9822,495,197
p0163,orig,A,-0.2857,-1.4107,-5.5357,685,288
p0163,swap,B,-0.7680,-0.6430,-4.7680,685,286
p0164,orig,A,-0.0853,-2.5853,-5.0853,563,243
p0164,swap,B,-0.9788,-0.4788,-5.4788,563,231
p0165,orig,A,-0.2404,-1.6154,-4.2404,595,262
p0165,swap,B,-1.8056,-0.1806,-7.5556,595,251
p0166,orig,B,-0.8332,-0.5832,-4.9582,433,194
p0166,swap,A,-0.7038,-0.7038,-4.5788,433,182
p0167,orig,A,-0.1571,-5.0321,-3.5321,298,142
p0167,swap,A,-0.1571,-5.0321,-3.5321,298,129
p0168,orig,A,-0.0608,-3.3108,-3.8108,404,184
p0168,swap,B,-2.1333,-0.1333,-5.1333,404,172
p0169,orig,A,-0.7038,-0.7038,-4.5788,433,178
p0169,swap,B,-0.8332,-0.5832,-4.9582,433,180
p0170,orig,B,-0.9798,-0.4798,-5.2298,609,262
p0170,swap,A,-0.1688,-1.9188,-4.7938,609,254
p0171,orig,B,-5.0089,-0.0089,-10.0089,560,241
p0171,swap,A,-0.4767,-0.9767,-7.9767,560,230
p0172,orig,A,-0.1733,-2.0483,-3.5483,422,184
p0172,swap,B,-1.8100,-0.1850,-5.4350,422,179
p0173,orig,A,-0.0208,-4.1458,-5.6458,468,206
p0173,swap,B,-4.2654,-0.0154,-9.1404,468,194
p0174,orig,A,-0.2842,-1.4092,-6.4092,567,242
p0174,swap,A,-0.6344,-0.7594,-7.8844,567,232
p0175,orig,B,-1.5044,-0.2544,-6.3794,445,197
p0175,swap,A,-0.0497,-3.2997,-4.5497,445,184
p0176,orig,B,-3.5314,-0.0314,-6.6564,414,183
p0176,swap,A,-0.1618,-2.1618,-3.4118,414,176
p0177,orig,B,-0.8296,-0.5796,-5.9546,290,142
p0177,swap,A,-0.4855,-0.9855,-4.6105,290,130
p0178,orig,A,-0.1096,-2.3596,-4.7346,476,198
p0178,swap,A,-0.1067,-2.3567,-5.1067,476,195
p0179,orig,B,-2.6961,-0.0711,-6.9461,383,170
p0179,swap,A,-0.1148,-2.6148,-3.3648,383,158
p0180,orig,B,-0.7596,-0.6346,-6.7596,609,255
p0180,swap,A,-0.0791,-2.7041,-4.8291,609,257
p0181,orig,A,-0.4753,-0.9753,-7.3503,651,293
p0181,swap,A,-0.1025,-2.4775,-4.4775,651,282
p0182,orig,A,-0.2573,-1.5073,-5.3823,828,358
p0182,swap,A,-0.3602,-1.2352,-4.6102,828,349
p0183,orig,A,-0.3935,-1.1435,-5.2685,758,329
p0183,swap,A,-0.2940,-1.4190,-4.5440,758,319
p0184,orig,A,-0.0876,-3.4626,-2.9626,591,267
p0184,swap,B,-1.1378,-0.3878,-7.8878,591,254
p0185,orig,A,-0.0592,-2.9342,-5.5592,437,198
p0185,swap,B,-2.6962,-0.0712,-7.8212,437,184
p0186,orig,B,-1.0550,-0.4300,-7.4300,668,298
p0186,swap,A,-0.0549,-3.0549,-5.4299,668,283
p0187,orig,A,-0.5804,-0.8304,-5.9554,684,303
p0187,swap,A,-0.1508,-2.0258,-5.0258,684,288
p0188,orig,A,-0.2066,-1.7066,-5.5816,766,327
p0188,swap,A,-0.4781,-0.9781,-6.1031,766,318
p0189,orig,B,-1.1388,-0.3888,-7.1388,942,427
p0189,swap,A,-0.1481,-2.0231,-5.5231,942,411
p0190,orig,A,-0.3920,-1.1420,-5.7670,917,414
p0190,swap,A,-0.4326,-1.0576,-5.6826,917,405
p0191,orig,A,-0.0793,-2.7043,-4.7043,1436,677
p0191,swap,B,-1.6020,-0.2270,-6.7270,1436,670
p0192,orig,A,-0.2303,-1.6053,-5.9803,1011,460
p0192,swap,A,-0.2855,-1.4105,-5.5355,1011,447
p0193,orig,A,-0.0642,-2.9392,-4.6892,1530,731
p0193,swap,A,-0.5795,-0.8295,-5.7045,1530,721
p0194,orig,B,-2.2391,-0.1141,-7.7391,744,332
p0194,swap,A,-0.0656,-3.1906,-3.8156,744,325
p0195,orig,A,-0.2060,-1.7060,-5.4560,873,402
p0195,swap,A,-0.6352,-0.7602,-6.2602,873,388
p0196,orig,A,-0.0726,-2.8226,-4.5726,749,333
p0196,swap,B,-2.3512,-0.1012,-8.4762,749,321
p0197,orig,A,-0.0446,-3.1696,-6.5446,480,217
p0197,swap,B,-3.4090,-0.0340,-8.4090,480,202
p0198,orig,B,-1.3142,-0.3142,-7.1892,888,390
p0198,swap,A,-0.0225,-4.0225,-5.5225,888,383
p0199,orig,B,-0.8287,-0.5787,-6.2037,880,392
p0199,swap,A,-0.0475,-3.1725,-5.5475,880,382
p0200,orig,A,-0.3417,-1.5917,-2.4667,521,240
p0200,swap,B,-1.7028,-0.2028,-6.8278,521,227
p0201,orig,A,-0.3331,-1.9581,-1.9581,623,266
p0201,swap,B,-1.2242,-0.3492,-7.8492,623,263
p0202,orig,A,-0.2273,-1.6023,-6.7273,1171,536
p0202,swap,A,-0.2849,-1.4099,-5.9099,1171,528
p0203,orig,A,-0.6964,-0.6964,-5.9464,1035,470
p0203,swap,A,-0.2587,-1.5087,-5.1337,1035,462
p0204,orig,B,-0.9003,-0.5253,-6.6503,520,241
p0204,swap,A,-0.0185,-4.1435,-6.2685,520,230
p0205,orig,A,-0.3143,-1.3143,-7.4393,629,282
p0205,swap,A,-0.0455,-3.1705,-6.1705,629,269
p0206,orig,A,-0.0076,-6.0076,-5.3826,432,197
p0206,swap,A,-0.5777,-0.8277,-6.9527,432,190
p0207,orig,A,-0.0193,-4.3943,-5.1443,471,214
p0207,swap,A,-0.4777,-0.9777,-5.9777,471,203
p0208,orig,A,-0.2543,-1.5043,-6.5043,936,422
p0208,swap,A,-0.1049,-2.3549,-5.6049,936,410
p0209,orig,A,-0.1031,-2.3531,-6.1031,923,417
p0209,swap,A,-0.1286,-2.1286,-6.6286,923,408
p0210,orig,A,-0.3903,-1.1403,-6.2653,726,321
p0210,swap,A,-0.0156,-4.6406,-5.2656,726,311
p0211,orig,B,-0.8269,-0.5769,-7.8269,660,298
p0211,swap,A,-0.0289,-3.6539,-6.1539,660,286
p0212,orig,A,-0.3999,-1.1499,-4.3999,357,171
p0212,swap,B,-0.7598,-0.6348,-6.5098,357,157
p0213,orig,A,-0.1730,-2.0480,-3.5480,568,233
p0213,swap,B,-1.8060,-0.1810,-7.4310,568,232
p0214,orig,A,-0.2035,-1.7035,-6.5785,1000,448
p0214,swap,A,-0.2288,-1.6038,-5.9788,1000,434
p0215,orig,A,-0.3555,-1.2305,-5.1055,569,256
p0215,swap,A,-0.0755,-2.8255,-4.4505,569,235
p0216,orig,A,-0.0937,-2.4687,-5.4687,702,307
p0216,swap,A,-0.3518,-1.2268,-5.9768,702,295
p0217,orig,A,-0.4220,-1.4220,-2.7970,428,196
p0217,swap,A,-0.1651,-2.2901,-3.5401,428,181
p0218,orig,A,-0.7639,-3.7639,-1.0139,428,181
p0218,swap,A,-0.7639,-3.7639,-1.0139,428,181
p0219,orig,A,-0.1387,-2.2637,-4.0137,561,242
p0219,swap,A,-0.7082,-0.7082,-4.4582,561,233
p0220,orig,A,-0.1184,-2.8684,-3.6184,428,184
p0220,swap,A,-0.1122,-2.8622,-3.6122,428,182
p0221,orig,A,-0.5501,-0.9251,-3.6751,462,207
p0221,swap,A,-0.7132,-0.7132,-3.9632,462,195
p0222,orig,C,-1.2714,-3.2714,-0.5214,469,207
p0222,swap,C,-1.2714,-3.2714,-0.5214,469,196
p0223,orig,A,-0.1710,-1.9210,-4.5460,1404,648
p0223,swap,A,-0.1895,-2.1895,-2.8145,1404,650
