pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0062,swap,B,-18.0000,-0.0000,-12.7500,387,765
p0063,orig,A,-0.0000,-17.5000,-16.0000,420,814
p0063,swap,B,-22.5000,-0.0000,-16.5000,420,878
p0064,orig,A,-0.0000,-14.7500,-10.5000,539,1119
p0064,swap,B,-17.2500,-0.0000,-15.0000,539,1092
p0065,orig,B,-21.0000,0.0000,-19.2500,562,1090
p0065,swap,A,-0.0000,-21.1250,-15.0000,562,1079
p0066,orig,B,-7.2617,-0.0117,-4.5117,468,889
p0066,swap,C,-1.5251,-3.7751,-0.2751,468,899
p0067,orig,A,-0.0000,-18.0000,-11.7500,610,1201
p0067,swap,B,-19.5000,0.0000,-16.7500,610,1211
p0068,orig,A,-0.0012,-11.5012,-6.7512,531,1054
p0068,swap,B,-16.0000,-0.0000,-14.7500,531,1034
p0069,orig,B,-9.0001,-0.0001,-13.7501,867,1944
p0069,swap,A,-0.0000,-11.5000,-13.0000,867,1884
p0070,orig,A,-0.0000,-16.5000,-16.2500,993,2124
p0070,swap,B,-15.5000,-0.0000,-18.0000,993,2066
p0071,orig,B,-19.7500,0.0000,-19.5000,366,711
p0071,swap,A,-0.0000,-22.1250,-13.7500,366,644
p0072,orig,B,-14.0000,-0.0000,-14.2500,404,757
p0072,swap,B,-0.8297,-0.5797,-5.5797,404,768
p0073,orig,A,-0.0000,-22.5000,-10.5000,334,676
p0073,swap,B,-25.2500,0.0000,-22.3750,334,664
p0074,orig,A,-0.0086,-18.0086,-4.7586,344,694
p0074,swap,B,-25.8750,0.0000,-22.1250,344,684
p0075,orig,A,-0.0006,-18.1256,-7.5006,336,690
p0075,swap,B,-25.8750,0.0000,-21.8750,336,678
p0076,orig,B,-15.2500,-0.0000,-17.2500,609,1204
p0076,swap,A,0.0000,-21.2500,-16.7500,609,1279
p0077,orig,A,-0.0000,-24.3750,-16.5000,419,871
p0077,swap,B,-26.1250,0.0000,-20.0000,419,801
p0078,orig,A,-0.0000,-21.5000,-15.5000,495,909
p0078,swap,B,-8.0301,-0.0301,-3.5301,495,937
p0079,orig,A,-0.0000,-21.0000,-15.0000,501,966
p0079,swap,B,-13.0000,-0.0000,-10.0000,501,961
p0080,orig,A,0.0000,-22.2500,-17.2500,472,938
p0080,swap,B,-15.7500,-0.0000,-12.2500,472,885
p0081,orig,A,-0.0000,-20.5000,-14.2500,388,795
p0081,swap,B,-23.5000,0.0000,-18.5000,388,790
p0082,orig,B,-11.5007,-0.0007,-7.2507,415,840
p0082,swap,A,-0.3133,-10.3133,-1.3133,415,812
p0083,orig,B,-18.5000,0.0000,-17.7500,290,608
p0083,swap,A,-0.0000,-22.0000,-14.2500,290,579
p0084,orig,B,-14.5000,-0.0000,-15.0000,300,588
p0084,swap,A,-0.0001,-20.1251,-9.7501,300,579
p0085,orig,A,-0.0000,-22.6250,-10.7500,329,675
p0085,swap,B,-22.6250,0.0000,-19.2500,329,670
p0086,orig,B,-1.9301,-0.1801,-3.9301,312,626
p0086,swap,C,-3.4427,-1.9427,-0.1927,312,614
p0087,orig,A,-0.0001,-19.2501,-9.2501,299,604
p0087,swap,B,-14.2500,-0.0000,-14.5000,299,589
p0088,orig,B,-22.2500,-0.0000,-16.5000,271,561
p0088,swap,A,-0.0000,-19.2500,-10.7500,271,545
p0089,orig,B,-14.2501,-0.0001,-9.7501,287,579
p0089,swap,A,-0.0000,-17.2500,-15.0000,287,568
p0090,orig,B,-25.7500,0.0000,-20.6250,352,700
p0090,swap,A,-0.0000,-20.8750,-16.2500,352,691
p0091,orig,B,-14.5000,-0.0000,-20.7500,294,608
p0091,swap,B,-5.2553,-0.0053,-9.7553,294,592
p0092,orig,B,-2.3268,-0.5768,-1.0768,331,695
p0092,swap,C,-3.2920,-5.5420,-0.0420,331,710
p0093,orig,B,-24.0000,0.0000,-22.0000,375,756
p0093,swap,A,0.0000,-17.7500,-16.7500,375,769
p0094,orig,B,-26.0000,0.0000,-22.0000,621,1291
p0094,swap,A,-0.0000,-24.3750,-16.2500,621,1296
p0095,orig,B,-24.5000,0.0000,-20.6250,489,1004
p0095,swap,A,-0.0000,-21.7500,-14.5000,489,950
p0096,orig,B,-25.7500,0.0000,-21.0000,541,1032
p0096,swap,A,0.0000,-23.2500,-16.7500,541,1101
p0097,orig,B,-25.1250,0.0000,-21.5000,613,1296
p0097,swap,A,-0.0000,-22.3750,-16.2500,613,1298
p0098,orig,A,0.0000,-19.8750,-20.1250,735,1603
p0098,swap,B,-27.2500,0.0000,-22.6250,735,1556
p0099,orig,A,0.0000,-19.7500,-19.2500,603,1265
p0099,swap,B,-25.0000,0.0000,-20.3750,603,1199
p0100,orig,B,-1.1041,-0.6041,-2.1041,710,1543
p0100,swap,A,-0.0222,-4.0222,-5.5222,710,1512
p0101,orig,A,0.0000,-21.3750,-20.7500,655,1309
p0101,swap,B,-25.3750,0.0000,-20.2500,655,1357
p0102,orig,B,-25.3750,0.0000,-20.3750,727,1544
p0102,swap,A,0.0000,-17.2500,-19.5000,727,1626
p0103,orig,C,-9.5298,-3.5298,-0.0298,254,556
p0103,swap,C,-3.1089,-1.3589,-0.3589,254,466
p0104,orig,B,-10.8502,-0.1002,-2.3502,240,470
p0104,swap,B,-6.5022,-0.0022,-7.2522,240,456
p0105,orig,A,-0.0015,-17.2515,-6.5015,313,612
p0105,swap,B,-21.1250,0.0000,-18.0000,313,607
p0106,orig,C,-13.5000,-19.7500,-0.0000,235,475
p0106,swap,C,-13.5000,-19.7500,-0.0000,235,465
p0107,orig,A,-0.0000,-16.2500,-13.2500,248,499
p0107,swap,B,-19.7500,-0.0000,-13.7500,248,489
p0108,orig,B,-5.2555,-0.0055,-8.2555,751,1673
p0108,swap,A,-0.0015,-17.5015,-6.5015,751,1600
p0109,orig,B,-5.4557,-0.2057,-1.7057,420,853
p0109,swap,A,-0.0111,-12.2611,-4.5111,420,778
p0110,orig,B,-16.0000,-0.0000,-11.7500,483,933
p0110,swap,A,-0.0001,-13.2501,-9.0001,483,987
p0111,orig,B,-5.0070,-0.0070,-8.0070,751,1608
p0111,swap,A,-0.7048,-0.7048,-4.4548,751,1501
p0112,orig,A,-0.0000,-21.6250,-12.2500,338,729
p0112,swap,B,-23.5000,0.0000,-20.5000,338,661
p0113,orig,A,-0.0000,-21.3750,-14.5000,342,685
p0113,swap,B,-20.7500,0.0000,-19.5000,342,693
p0114,orig,B,-22.2500,0.0000,-20.5000,358,730
p0114,swap,A,-0.0000,-21.8750,-14.0000,358,727
p0115,orig,B,-16.2500,-0.0000,-22.1250,276,604
p0115,swap,A,-0.0000,-16.5000,-21.1250,276,587
p0116,orig,B,-7.2507,-0.0007,-13.5007,242,490
p0116,swap,A,-0.0000,-11.7500,-17.5000,242,481
p0117,orig,A,0.0000,-17.2500,-21.6250,275,600
p0117,swap,B,-15.0000,-0.0000,-22.7500,275,585
p0118,orig,A,0.0000,-17.0000,-20.7500,289,617
p0118,swap,B,-13.2500,-0.0000,-19.0000,289,606
p0119,orig,C,-16.6250,-19.8750,-0.0000,241,499
p0119,swap,C,-16.6250,-19.8750,-0.0000,241,486
p0120,orig,A,-0.4741,-0.9741,-9.7241,255,499
p0120,swap,B,-7.2507,-0.0007,-17.7507,255,484
p0121,orig,B,-21.5000,0.0000,-20.3750,321,700
p0121,swap,A,-0.0000,-15.5000,-10.5000,321,686
p0122,orig,B,-24.1250,0.0000,-20.5000,262,577
p0122,swap,A,-0.0000,-14.7500,-10.7500,262,565
p0123,orig,A,-0.0006,-9.0006,-7.7506,375,761
p0123,swap,B,-3.0486,-0.0486,-9.7986,375,774
p0124,orig,B,-3.0707,-0.0707,-3.8207,293,638
p0124,swap,A,-0.0385,-7.7885,-3.2885,293,604
p0125,orig,C,-1.5019,-15.3769,-0.2519,272,569
p0125,swap,B,-20.8750,0.0000,-17.7500,272,552
p0126,orig,A,-0.0002,-12.7502,-8.7502,316,626
p0126,swap,B,-3.2987,-0.0487,-4.5487,316,621
p0127,orig,A,-0.2014,-14.4514,-1.7014,270,582
p0127,swap,B,-16.2500,-0.0000,-13.2500,270,571
p0128,orig,B,-19.2500,0.0000,-18.2500,405,834
p0128,swap,A,-0.0003,-17.5003,-8.0003,405,846
p0129,orig,B,-24.1250,0.0000,-19.8750,619,1287
p0129,swap,A,-0.0001,-14.0001,-9.0001,619,1242
p0130,orig,B,-17.0110,-0.0110,-4.5110,388,810
p0130,swap,C,-8.0009,-7.5009,-0.0009,388,792
p0131,orig,A,0.0000,-18.5000,-16.7500,423,984
p0131,swap,B,-20.2500,0.0000,-21.0000,423,3560
p0132,orig,A,-0.0000,-20.5000,-16.0000,408,2202
p0132,swap,B,-20.5000,0.0000,-20.2500,408,2116
p0133,orig,A,-0.0006,-8.7506,-7.7506,568,3125
p0133,swap,B,-2.5265,-0.7765,-0.7765,568,3144
p0134,orig,A,-0.0000,-22.1250,-14.7500,269,1726
p0134,swap,B,-23.2500,-0.0000,-13.2500,269,6227
p0135,orig,A,-0.0431,-5.2931,-3.2931,604,3384
p0135,swap,B,-16.2501,-0.0001,-9.7501,604,2694
p0136,orig,A,-0.0000,-25.5000,-14.5000,470,2236
p0136,swap,B,-27.5000,0.0000,-21.8750,470,2251
p0137,orig,A,-0.0000,-20.2500,-11.0000,805,4460
p0137,swap,B,-19.6250,0.0000,-18.7500,805,4679
p0138,orig,C,-5.5041,-11.2541,-0.0041,418,2047
p0138,swap,A,-0.3869,-11.6369,-1.1369,418,1962
p0139,orig,C,-4.7586,-11.5086,-0.0086,442,1920
p0139,swap,C,-5.2561,-7.0061,-0.0061,442,2006
p0140,orig,B,-21.3750,0.0000,-16.7500,347,1711
p0140,swap,A,-0.0000,-19.6250,-10.5000,347,2043
p0141,orig,B,-21.0000,-0.0000,-15.2500,463,2561
p0141,swap,A,-0.0004,-22.1254,-7.7504,463,2209
p0142,orig,A,-0.0041,-11.0041,-5.5041,1235,6694
p0142,swap,B,-16.5002,-0.0002,-8.5002,1235,6688
p0143,orig,A,-0.0098,-4.7598,-6.7598,604,2804
p0143,swap,A,-0.0004,-12.2504,-7.7504,604,2760
p0144,orig,A,-0.0019,-21.0019,-6.2519,534,2445
p0144,swap,B,-21.1250,0.0000,-17.5000,534,2554
p0145,orig,A,-0.0005,-10.0005,-7.7505,1227,6199
p0145,swap,B,-15.7507,-0.0007,-7.2507,1227,6171
p0146,orig,B,-18.7500,0.0000,-17.5000,905,4422
p0146,swap,A,-0.0002,-14.2502,-8.7502,905,4533
p0147,orig,C,-2.1269,-16.7519,-0.1269,716,3508
p0147,swap,B,-14.2503,-0.0003,-8.2503,716,3300
p0148,orig,A,-0.0019,-20.8769,-6.2519,686,3176
p0148,swap,B,-23.5000,0.0000,-18.8750,686,3161
p0149,orig,A,-0.0001,-21.7501,-9.2501,461,2140
p0149,swap,B,-25.7500,0.0000,-21.1250,461,2254
p0150,orig,B,-18.6250,-0.0000,-13.2500,528,2365
p0150,swap,A,-0.0380,-20.5380,-3.2880,528,2403
p0151,orig,B,-22.8750,0.0000,-18.5000,532,2279
p0151,swap,A,-0.0025,-21.8775,-6.0025,532,3131
p0152,orig,C,-2.1269,-11.1269,-0.1269,736,3355
p0152,swap,A,-0.6112,-3.3612,-0.8612,736,3651
p0153,orig,A,-0.0003,-23.7503,-8.0003,530,2746
p0153,swap,B,-14.2502,-0.0002,-8.7502,530,2646
p0154,orig,B,-6.0077,-0.0077,-5.2577,500,2388
p0154,swap,C,-1.1369,-19.8869,-0.3869,500,2592
p0155,orig,B,-8.2503,-0.0003,-10.7503,447,2221
p0155,swap,A,-0.0620,-14.0620,-2.8120,447,1753
p0156,orig,A,-0.0007,-14.2507,-7.2507,255,993
p0156,swap,B,-24.8750,-0.0000,-15.7500,255,1065
p0157,orig,A,-0.0525,-5.5525,-3.0525,835,4134
p0157,swap,B,-16.0000,-0.0000,-15.0000,835,4276
p0158,orig,A,-0.0791,-8.3291,-2.5791,589,2853
p0158,swap,B,-1.4644,-0.4644,-1.9644,589,2856
p0159,orig,A,-0.0086,-14.2586,-4.7586,640,3068
p0159,swap,B,-18.5000,-0.0000,-11.7500,640,2759
p0160,orig,B,-19.0000,-0.0000,-15.7500,444,1949
p0160,swap,A,-0.0232,-17.3982,-3.7732,444,2015
p0161,orig,B,-19.5000,0.0000,-19.2500,354,1664
p0161,swap,A,-0.0620,-13.5620,-2.8120,354,1684
p0162,orig,A,-0.0007,-18.7507,-7.2507,461,2236
p0162,swap,A,-0.0086,-10.5086,-4.7586,461,2317
p0163,orig,A,-0.1002,-10.3502,-2.3502,651,3366
p0163,swap,C,-3.7733,-12.0233,-0.0233,651,3232
p0164,orig,A,-0.0000,-19.2500,-10.5000,529,2633
p0164,swap,A,-0.0041,-17.5041,-5.5041,529,2578
p0165,orig,A,-0.0002,-20.2502,-8.5002,561,2665
p0165,swap,B,-12.0007,-0.0007,-7.2507,561,2864
p0166,orig,A,-0.0000,-14.0000,-12.5000,399,1748
p0166,swap,A,-0.0000,-17.5000,-10.0000,399,1776
p0167,orig,C,-12.5000,-17.7500,-0.0000,264,1294
p0167,swap,C,-12.5000,-17.7500,-0.0000,264,1341
p0168,orig,C,-1.7015,-9.9515,-0.2015,370,1649
p0168,swap,B,-8.7502,-0.0002,-16.0002,370,1682
p0169,orig,A,-0.0000,-17.5000,-10.0000,399,1905
p0169,swap,A,-0.0000,-14.0000,-12.5000,399,1925
p0170,orig,A,-0.0000,-18.3750,-11.7500,575,2760
p0170,swap,B,-14.7501,-0.0001,-9.0001,575,2702
p0171,orig,A,-0.0020,-10.0020,-6.2520,526,2481
p0171,swap,A,-0.0002,-14.2502,-8.5002,526,2514
p0172,orig,A,-0.0007,-22.5007,-7.2507,388,1926
p0172,swap,B,-14.2500,-0.0000,-11.0000,388,1907
p0173,orig,A,-0.0086,-18.8836,-4.7586,434,2144
p0173,swap,B,-14.7500,-0.0000,-11.2500,434,2193
p0174,orig,A,-0.2015,-9.7015,-1.7015,533,2600
p0174,swap,A,-0.2019,-7.7019,-1.7019,533,2745
p0175,orig,B,-7.5006,-0.0006,-9.2506,411,2364
p0175,swap,A,-0.0007,-21.2507,-7.2507,411,2259
p0176,orig,B,-10.7501,-0.0001,-10.0001,380,5515
p0176,swap,A,-0.0000,-21.3750,-13.7500,380,3731
p0177,orig,C,-4.5110,-18.5110,-0.0110,256,2401
p0177,swap,C,-1.5019,-15.5019,-0.2519,256,4496
p0178,orig,A,-0.0027,-6.5027,-6.7527,442,2443
p0178,swap,A,-0.7048,-0.7048,-4.4548,442,1855
p0179,orig,B,-16.2500,-0.0000,-11.0000,349,1550
p0179,swap,A,-0.0006,-14.5006,-7.5006,349,1557
p0180,orig,B,-11.0000,-0.0000,-13.0000,575,2276
p0180,swap,A,-0.0002,-14.7502,-8.5002,575,2223
p0181,orig,B,-18.2500,0.0000,-19.7500,617,2480
p0181,swap,A,-0.0000,-15.0000,-10.7500,617,2904
p0182,orig,A,-0.0054,-5.2554,-9.0054,794,6914
p0182,swap,A,-0.0000,-12.0000,-12.2500,794,3130
p0183,orig,A,-0.0056,-5.2556,-8.0056,724,2975
p0183,swap,A,-0.0033,-5.7533,-8.7533,724,2989
p0184,orig,A,-0.0000,-23.5000,-16.2500,557,2237
p0184,swap,B,-26.3750,0.0000,-19.3750,557,2185
p0185,orig,A,0.0000,-22.1250,-18.0000,403,1657
p0185,swap,B,-22.5000,0.0000,-20.0000,403,1704
p0186,orig,A,-0.0026,-6.0026,-9.0026,634,2494
p0186,swap,A,-0.0000,-13.7500,-14.0000,634,2655
p0187,orig,A,-0.7765,-2.5265,-0.7765,650,3026
p0187,swap,A,-0.0022,-8.2522,-6.2522,650,3411
p0188,orig,A,-0.0003,-11.2503,-8.0003,732,4282
p0188,swap,A,-0.0321,-4.2821,-4.0321,732,3718
p0189,orig,B,-17.5000,0.0000,-20.7500,908,4988
p0189,swap,A,-0.0000,-17.5000,-16.0000,908,4402
p0190,orig,B,-4.5110,-0.0110,-14.0110,883,4517
p0190,swap,A,-0.0000,-14.7500,-16.7500,883,4474
p0191,orig,A,0.0000,-21.0000,-18.2500,1402,10415
p0191,swap,B,-23.2500,0.0000,-22.2500,1402,8740
p0192,orig,B,-0.9741,-0.4741,-9.7241,977,5205
p0192,swap,A,-0.0000,-13.0000,-12.5000,977,5317
p0193,orig,A,0.0000,-19.0000,-17.2500,1496,10959
p0193,swap,B,-24.0000,0.0000,-21.1250,1496,9262
p0194,orig,A,-0.1723,-4.4223,-1.9223,710,4859
p0194,swap,A,-0.0002,-16.7502,-8.5002,710,4031
p0195,orig,C,-1.1911,-2.9411,-0.4411,839,4691
p0195,swap,A,-0.7989,-2.2989,-0.7989,839,5181
p0196,orig,A,-0.0142,-17.6392,-4.2642,715,3555
p0196,swap,B,-15.1257,-0.0007,-7.2507,715,4545
p0197,orig,A,-0.0790,-8.8290,-2.5790,446,1964
p0197,swap,C,-1.4644,-1.9644,-0.4644,446,2147
p0198,orig,B,-16.5000,-0.0000,-17.2500,854,5118
p0198,swap,A,-0.0000,-15.2500,-10.7500,854,6402
p0199,orig,B,-15.2500,-0.0000,-14.5000,846,4781
p0199,swap,A,-0.0142,-12.0142,-4.2642,846,5262
p0200,orig,A,0.0000,-24.8750,-18.0000,487,2179
p0200,swap,B,-25.7500,0.0000,-20.6250,487,2325
p0201,orig,A,-0.0000,-23.5000,-15.7500,589,4375
p0201,swap,B,-25.7500,0.0000,-21.0000,589,3641
p0202,orig,A,-0.5789,-0.8289,-5.8289,1137,6059
p0202,swap,A,-0.0624,-7.8124,-2.8124,1137,5647
p0203,orig,A,-0.0006,-12.2506,-7.5006,1001,5469
p0203,swap,B,-20.0000,-0.0000,-14.2500,1001,5226
p0204,orig,B,-24.6250,0.0000,-20.0000,486,3324
p0204,swap,A,-0.0000,-14.0000,-14.5000,486,2808
p0205,orig,B,-9.5001,-0.0001,-11.0001,595,2932
p0205,swap,A,-0.0016,-9.7516,-6.5016,595,2963
p0206,orig,A,0.0000,-21.8750,-19.1250,398,1978
p0206,swap,B,-22.7500,0.0000,-18.5000,398,1983
p0207,orig,A,0.0000,-24.2500,-19.8750,437,2096
p0207,swap,B,-23.0000,0.0000,-17.5000,437,2142
p0208,orig,A,-0.0000,-21.0000,-15.2500,902,5585
p0208,swap,B,-22.2500,0.0000,-21.6250,902,6974
p0209,orig,A,0.0000,-19.0000,-16.7500,889,4683
p0209,swap,B,-21.7500,0.0000,-21.7500,889,4424
p0210,orig,B,-12.7503,-0.0003,-8.0003,692,3321
p0210,swap,C,-5.5041,-10.0041,-0.0041,692,3414
p0211,orig,B,-14.2502,-0.0002,-8.5002,626,3186
p0211,swap,A,-0.0052,-15.6302,-5.2552,626,2982
p0212,orig,A,-0.0019,-15.5019,-6.2519,323,1919
p0212,swap,B,-7.2511,-0.0011,-7.7511,323,1887
p0213,orig,A,-0.0000,-21.8750,-14.0000,534,2591
p0213,swap,B,-23.3750,0.0000,-18.6250,534,2626
p0214,orig,B,-13.7500,-0.0000,-15.7500,966,5536
p0214,swap,A,-0.0233,-11.5233,-3.7733,966,5381
p0215,orig,B,-11.7501,-0.0001,-9.0001,535,6707
p0215,swap,C,-0.9741,-14.2241,-0.4741,535,2510
p0216,orig,A,-0.0001,-9.7501,-10.2501,668,3384
p0216,swap,B,-8.5005,-0.0005,-8.2505,668,2848
p0217,orig,B,-6.2528,-0.0028,-7.0028,394,1820
p0217,swap,A,-0.0000,-19.5000,-11.5000,394,2018
p0218,orig,C,-17.8750,-22.7500,0.0000,394,2179
p0218,swap,C,-17.8750,-22.7500,0.0000,394,1983
p0219,orig,A,-0.0000,-13.5000,-12.5000,527,2686
p0219,swap,B,-7.2509,-0.0009,-8.5009,527,2899
p0220,orig,A,-0.0000,-19.3750,-16.0000,394,2153
p0220,swap,A,-0.0067,-13.5067,-5.0067,394,1836
p0221,orig,A,-0.0431,-3.2931,-5.2931,428,1895
