pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0025,swap,A,-0.0000,-13.7500,-16.5000,633,950
p0026,orig,A,0.0000,-19.8750,-18.0000,619,952
p0026,swap,B,-17.7500,0.0000,-19.5000,619,934
p0027,orig,A,-0.0000,-22.0000,-13.0000,511,752
p0027,swap,B,-24.8750,0.0000,-19.1250,511,749
p0028,orig,B,-5.5048,-0.0048,-7.2548,1323,2123
p0028,swap,A,-0.0620,-2.8120,-12.5620,1323,2105
p0029,orig,A,-0.1002,-2.3502,-10.1002,1198,1989
p0029,swap,B,-17.7500,0.0000,-20.5000,1198,1856
p0030,orig,B,-1.7034,-0.2034,-6.2034,1292,2045
p0030,swap,B,-10.2500,-0.0000,-13.0000,1292,2075
p0031,orig,B,-17.7500,0.0000,-20.2500,531,831
p0031,swap,A,-0.0001,-10.2501,-10.5001,531,794
p0032,orig,A,-0.0000,-23.5000,-16.2500,431,652
p0032,swap,B,-25.0000,0.0000,-20.0000,431,630
p0033,orig,A,0.0000,-21.1250,-18.7500,487,728
p0033,swap,B,-22.1250,0.0000,-21.3750,487,712
p0034,orig,A,-0.0003,-8.5003,-9.2503,438,654
p0034,swap,B,-12.5000,-0.0000,-16.7500,438,645
p0035,orig,A,-0.0000,-20.7500,-13.2500,402,634
p0035,swap,B,-24.6250,0.0000,-20.0000,402,634
p0036,orig,B,-22.2500,0.0000,-22.3750,443,656
p0036,swap,A,0.0000,-25.7500,-19.7500,443,642
p0037,orig,A,-0.0001,-18.2501,-9.2501,480,710
p0037,swap,B,-10.0000,-0.0000,-14.0000,480,697
p0038,orig,B,-18.7500,0.0000,-18.0000,494,722
p0038,swap,A,-0.0000,-15.0000,-13.2500,494,710
p0039,orig,A,-0.0000,-19.1250,-11.5000,420,663
p0039,swap,B,-23.3750,-0.0000,-15.2500,420,669
p0040,orig,B,-1.3236,-0.3236,-4.5736,498,786
p0040,swap,A,-0.0034,-6.0034,-7.0034,498,763
p0041,orig,A,-0.0000,-16.3750,-10.7500,412,706
p0041,swap,B,-21.6250,-0.0000,-13.5000,412,668
p0042,orig,B,-5.5052,-0.0052,-6.7552,490,764
p0042,swap,B,-0.9829,-0.4829,-4.7329,490,728
p0043,orig,A,-0.0000,-17.2500,-11.0000,412,627
p0043,swap,B,-22.5000,-0.0000,-15.5000,412,629
p0044,orig,B,-17.5000,0.0000,-20.2500,507,747
p0044,swap,A,-0.0000,-20.6250,-14.7500,507,731
p0045,orig,A,0.0000,-20.0000,-18.0000,810,1224
p0045,swap,B,-13.2500,-0.0000,-16.0000,810,1269
p0046,orig,A,-1.0220,-1.2720,-1.0220,646,1072
p0046,swap,A,-0.0122,-6.7622,-4.5122,646,1053
p0047,orig,B,-3.2881,-0.0381,-9.2881,666,1049
p0047,swap,A,-0.0125,-4.5125,-6.5125,666,1058
p0048,orig,B,-21.0000,0.0000,-18.7500,527,853
p0048,swap,A,-0.0000,-21.2500,-13.0000,527,835
p0049,orig,B,-12.2502,-0.0002,-8.7502,460,747
p0049,swap,A,-0.1602,-13.4102,-1.9102,460,743
p0050,orig,A,-0.2014,-1.7014,-10.7014,453,750
p0050,swap,A,-0.0792,-8.0792,-2.5792,453,718
p0051,orig,A,-0.0000,-21.6250,-14.7500,659,1109
p0051,swap,B,-23.8750,0.0000,-17.5000,659,1142
p0052,orig,A,-0.0015,-10.0015,-6.5015,704,1145
p0052,swap,B,-20.0000,-0.0000,-12.0000,704,1106
p0053,orig,B,-24.3750,0.0000,-18.6250,393,662
p0053,swap,A,-0.0298,-9.7798,-3.5298,393,650
p0054,orig,B,-20.7500,0.0000,-21.3750,791,1321
p0054,swap,A,-0.0000,-19.8750,-14.7500,791,1284
p0055,orig,B,-25.1250,0.0000,-21.5000,939,1644
p0055,swap,A,-0.0000,-17.0000,-14.7500,939,1545
p0056,orig,B,-9.0001,-0.0001,-11.0001,1161,1923
p0056,swap,A,-0.0009,-7.0009,-12.5009,1161,1951
p0057,orig,B,-16.2500,-0.0000,-11.7500,373,623
p0057,swap,A,-0.0000,-21.5000,-16.0000,373,584
p0058,orig,B,-13.2506,-0.0006,-7.5006,362,585
p0058,swap,A,-0.0000,-19.2500,-14.0000,362,575
p0059,orig,A,-0.0003,-8.2503,-9.7503,420,677
p0059,swap,B,-10.5000,-0.0000,-14.5000,420,666
p0060,orig,A,-0.0025,-6.0025,-14.2525,378,604
p0060,swap,B,-12.5000,-0.0000,-15.5000,378,586
p0061,orig,A,-0.0000,-19.8750,-16.2500,411,672
p0061,swap,B,-22.2500,0.0000,-18.7500,411,658
p0062,orig,B,-4.2642,-0.0142,-12.0142,409,669
p0062,swap,B,-16.7500,-0.0000,-13.0000,409,662
p0063,orig,A,-0.0000,-14.2500,-15.2500,442,715
p0063,swap,B,-21.0000,-0.0000,-16.5000,442,732
p0064,orig,A,-0.0000,-13.2500,-11.0000,561,1032
p0064,swap,B,-17.7500,-0.0000,-16.5000,561,959
p0065,orig,B,-18.2500,0.0000,-20.0000,584,1007
p0065,swap,A,-0.0000,-19.0000,-15.0000,584,969
p0066,orig,B,-8.7505,-0.0005,-8.0005,490,797
p0066,swap,A,-0.4076,-2.4076,-1.4076,490,783
p0067,orig,A,-0.0001,-12.5001,-9.0001,632,1026
p0067,swap,B,-17.7500,0.0000,-18.5000,632,992
p0068,orig,A,-0.0030,-7.5030,-6.0030,553,892
p0068,swap,B,-14.2500,-0.0000,-15.2500,553,886
p0069,orig,B,-8.0003,-0.0003,-13.2503,889,1495
p0069,swap,A,-0.0012,-6.7512,-12.5012,889,1545
p0070,orig,A,-0.0000,-15.0000,-14.2500,1015,1752
p0070,swap,B,-15.7500,-0.0000,-18.7500,1015,1717
p0071,orig,B,-17.2500,0.0000,-18.7500,388,693
p0071,swap,A,-0.0000,-18.0000,-12.0000,388,665
p0072,orig,B,-14.7500,-0.0000,-15.7500,426,711
p0072,swap,A,-0.6965,-0.6965,-5.6965,426,705
p0073,orig,A,-0.0000,-21.6250,-12.7500,356,620
p0073,swap,B,-24.2500,0.0000,-22.6250,356,607
p0074,orig,A,-0.0001,-18.5001,-9.0001,366,625
p0074,swap,B,-25.3750,0.0000,-23.0000,366,621
p0075,orig,A,-0.0012,-15.7512,-6.7512,358,631
p0075,swap,B,-24.6250,0.0000,-22.5000,358,618
p0076,orig,B,-14.2500,-0.0000,-16.0000,631,1143
p0076,swap,A,-0.0000,-17.7500,-15.2500,631,1223
p0077,orig,A,0.0000,-24.2500,-17.2500,441,871
p0077,swap,B,-25.3750,0.0000,-20.3750,441,771
p0078,orig,A,-0.0000,-19.7500,-15.5000,517,912
p0078,swap,B,-9.5381,-0.0381,-3.2881,517,894
p0079,orig,A,-0.0000,-20.3750,-16.5000,523,905
p0079,swap,B,-13.7500,-0.0000,-10.5000,523,897
p0080,orig,A,0.0000,-22.1250,-17.7500,494,854
p0080,swap,B,-17.5000,-0.0000,-14.0000,494,885
p0081,orig,A,-0.0000,-17.7500,-13.2500,410,777
p0081,swap,B,-23.1250,0.0000,-19.5000,410,746
p0082,orig,B,-18.0000,-0.0000,-14.0000,437,783
p0082,swap,A,-0.5975,-3.8475,-0.8475,437,761
p0083,orig,B,-18.7500,0.0000,-18.7500,312,563
p0083,swap,A,-0.0000,-21.7500,-15.2500,312,552
p0084,orig,B,-15.7500,-0.0000,-16.2500,322,603
p0084,swap,A,-0.0000,-19.7500,-11.7500,322,599
p0085,orig,A,-0.0000,-22.5000,-13.2500,351,639
p0085,swap,B,-22.1250,0.0000,-19.7500,351,624
p0086,orig,B,-0.8362,-0.5862,-4.5862,334,630
p0086,swap,B,-2.4064,-0.1564,-2.9064,334,623
p0087,orig,A,-0.0000,-18.5000,-10.7500,321,634
p0087,swap,B,-15.5000,-0.0000,-16.2500,321,618
p0088,orig,B,-21.7500,0.0000,-17.7500,293,559
p0088,swap,A,-0.0002,-16.2502,-8.7502,293,537
p0089,orig,B,-16.5000,-0.0000,-12.5000,309,562
p0089,swap,A,-0.0000,-14.0000,-13.5000,309,554
p0090,orig,B,-25.3750,0.0000,-21.8750,374,656
p0090,swap,A,-0.0000,-14.7500,-13.0000,374,688
p0091,orig,B,-12.2500,-0.0000,-21.3750,316,625
p0091,swap,B,-3.7736,-0.0236,-8.0236,316,582
p0092,orig,A,-0.3875,-1.3875,-2.6375,353,651
p0092,swap,C,-2.3531,-5.8531,-0.1031,353,639
p0093,orig,B,-22.7500,0.0000,-21.8750,397,729
p0093,swap,A,-0.0000,-15.2500,-15.0000,397,743
p0094,orig,B,-25.0000,0.0000,-21.6250,643,1169
p0094,swap,A,0.0000,-23.7500,-17.0000,643,1147
p0095,orig,B,-22.5000,0.0000,-20.2500,511,879
p0095,swap,A,-0.0000,-19.0000,-13.7500,511,875
p0096,orig,B,-24.7500,0.0000,-20.6250,563,1052
p0096,swap,A,-0.0000,-21.6250,-16.5000,563,1026
p0097,orig,B,-24.1250,0.0000,-21.3750,635,1118
p0097,swap,A,0.0000,-21.3750,-17.5000,635,1140
p0098,orig,A,0.0000,-20.8750,-21.5000,757,1463
p0098,swap,B,-26.3750,0.0000,-21.3750,757,1474
p0099,orig,A,-0.0000,-14.2500,-20.0000,625,1226
p0099,swap,B,-24.6250,0.0000,-20.6250,625,1200
p0100,orig,B,-3.1077,-0.1077,-2.8577,732,1411
p0100,swap,A,-0.2572,-1.5072,-5.2572,732,1431
p0101,orig,A,0.0000,-18.8750,-20.8750,677,1352
p0101,swap,B,-24.5000,0.0000,-19.6250,677,1323
p0102,orig,B,-24.0000,0.0000,-19.2500,749,1427
p0102,swap,A,0.0000,-18.0000,-21.3750,749,1431
p0103,orig,C,-10.5233,-3.7733,-0.0233,276,594
p0103,swap,C,-7.5058,-5.2558,-0.0058,276,555
p0104,orig,C,-11.3260,-0.8260,-0.5760,262,543
p0104,swap,B,-4.2693,-0.0193,-5.2693,262,535
p0105,orig,A,-0.0789,-11.3289,-2.5789,335,675
p0105,swap,B,-20.3750,0.0000,-17.2500,335,674
p0106,orig,C,-9.5001,-18.2501,-0.0001,257,565
p0106,swap,C,-9.5001,-18.2501,-0.0001,257,546
p0107,orig,A,-0.0000,-17.7500,-14.0000,270,559
p0107,swap,B,-20.5000,-0.0000,-15.7500,270,547
p0108,orig,B,-5.7533,-0.0033,-9.2533,773,1528
p0108,swap,A,-0.0620,-13.0620,-2.8120,773,1617
p0109,orig,B,-7.0306,-0.0306,-3.5306,442,864
p0109,swap,A,-0.0045,-7.7545,-5.5045,442,839
p0110,orig,B,-17.7500,-0.0000,-13.5000,505,935
p0110,swap,A,-0.0004,-14.0004,-7.7504,505,914
p0111,orig,B,-9.5001,-0.0001,-11.7501,773,1465
p0111,swap,B,-0.9886,-0.4886,-4.2386,773,1506
p0112,orig,A,-0.0000,-20.7500,-13.0000,360,722
p0112,swap,B,-22.1250,0.0000,-20.0000,360,691
p0113,orig,A,-0.0000,-17.2500,-12.0000,364,701
p0113,swap,B,-14.5000,-0.0000,-18.5000,364,695
p0114,orig,B,-18.7500,0.0000,-19.5000,380,718
p0114,swap,A,-0.0001,-15.5001,-9.0001,380,708
p0115,orig,B,-14.7500,-0.0000,-22.7500,298,594
p0115,swap,A,-0.0000,-14.0000,-18.7500,298,576
p0116,orig,B,-2.8120,-0.0620,-13.3120,264,546
p0116,swap,A,-0.0000,-11.5000,-19.2500,264,537
p0117,orig,A,-0.0000,-13.0000,-19.7500,297,588
p0117,swap,B,-10.5000,-0.0000,-21.7500,297,583
p0118,orig,A,-0.0000,-15.0000,-19.7500,311,612
p0118,swap,B,-10.7500,-0.0000,-19.6250,311,600
p0119,orig,C,-14.2500,-19.1250,-0.0000,263,550
p0119,swap,C,-14.2500,-19.1250,-0.0000,263,535
p0120,orig,B,-0.8260,-0.5760,-9.3260,277,563
p0120,swap,B,-5.2552,-0.0052,-18.0052,277,557
p0121,orig,B,-19.7500,0.0000,-19.7500,343,684
p0121,swap,A,-0.0003,-9.2503,-8.5003,343,681
p0122,orig,B,-22.7500,0.0000,-20.6250,284,579
p0122,swap,A,-0.0005,-9.0005,-8.0005,284,564
p0123,orig,B,-1.3137,-0.3137,-7.8137,397,766
p0123,swap,B,-3.5298,-0.0298,-9.7798,397,770
p0124,orig,B,-9.2501,-0.0001,-10.5001,315,616
p0124,swap,A,-0.1130,-2.3630,-4.3630,315,600
p0125,orig,C,-1.7015,-10.2015,-0.2015,294,586
p0125,swap,B,-19.2500,0.0000,-17.0000,294,573
p0126,orig,A,-0.0042,-5.5042,-8.7542,338,672
p0126,swap,B,-7.0010,-0.0010,-10.0010,338,671
p0127,orig,A,-0.3133,-10.3133,-1.3133,292,593
p0127,swap,B,-15.2500,-0.0000,-14.0000,292,580
p0128,orig,B,-17.2500,-0.0000,-16.5000,427,804
p0128,swap,A,-0.0002,-15.0002,-8.7502,427,802
p0129,orig,B,-21.6250,0.0000,-19.0000,641,1254
p0129,swap,A,-0.0009,-11.0009,-7.0009,641,1305
p0130,orig,B,-17.2515,-0.0015,-6.5015,410,821
p0130,swap,C,-2.3713,-3.8713,-0.1213,410,775
p0131,orig,A,-0.0000,-11.5000,-12.2500,445,815
p0131,swap,B,-15.5000,-0.0000,-19.2500,445,803
p0132,orig,A,-0.0000,-18.0000,-13.2500,430,793
p0132,swap,B,-19.1250,0.0000,-19.3750,430,786
p0133,orig,A,-0.0001,-12.2501,-10.0001,590,1122
p0133,swap,B,-7.2688,-0.0188,-4.0188,590,1141
p0134,orig,A,-0.0000,-21.6250,-15.0000,291,607
p0134,swap,B,-22.5000,-0.0000,-13.0000,291,591
p0135,orig,A,-0.0004,-12.0004,-7.7504,626,1191
p0135,swap,B,-18.5000,-0.0000,-13.0000,626,1182
p0136,orig,A,-0.0000,-24.7500,-15.0000,492,900
p0136,swap,B,-26.6250,0.0000,-21.8750,492,896
p0137,orig,A,-0.0000,-20.0000,-11.0000,827,1554
p0137,swap,B,-20.6250,0.0000,-18.2500,827,1558
p0138,orig,C,-4.0183,-8.7683,-0.0183,440,845
p0138,swap,A,-0.0790,-9.5790,-2.5790,440,833
p0139,orig,C,-3.2882,-8.7882,-0.0382,464,887
p0139,swap,C,-3.0525,-5.5525,-0.0525,464,869
p0140,orig,B,-22.2500,0.0000,-17.2500,369,698
p0140,swap,A,-0.0001,-18.0001,-9.5001,369,687
p0141,orig,B,-20.7500,0.0000,-16.7500,485,901
p0141,swap,A,-0.0001,-19.7501,-9.2501,485,907
p0142,orig,A,-0.0025,-11.2525,-6.0025,1257,2504
p0142,swap,B,-18.7500,-0.0000,-10.7500,1257,2445
p0143,orig,A,-0.5766,-0.8266,-7.3266,626,1177
p0143,swap,A,-0.0001,-11.0001,-9.7501,626,1157
p0144,orig,A,-0.0019,-19.3769,-6.2519,556,1009
p0144,swap,B,-20.2500,0.0000,-17.0000,556,1004
p0145,orig,A,-0.0010,-7.2510,-8.2510,1249,2414
p0145,swap,B,-17.5002,-0.0002,-8.7502,1249,2429
p0146,orig,B,-20.0000,0.0000,-18.5000,927,1789
p0146,swap,A,-0.0001,-14.0001,-9.2501,927,1775
p0147,orig,C,-2.8120,-12.3120,-0.0620,738,1420
p0147,swap,B,-14.2501,-0.0001,-9.0001,738,1378
p0148,orig,A,-0.0001,-20.6251,-9.0001,708,1338
p0148,swap,B,-23.0000,0.0000,-19.5000,708,1341
p0149,orig,A,-0.0002,-19.8752,-8.7502,483,905
p0149,swap,B,-24.5000,0.0000,-20.8750,483,886
p0150,orig,B,-16.5000,-0.0000,-13.0000,550,1008
p0150,swap,A,-0.5759,-18.7009,-0.8259,550,996
p0151,orig,B,-22.0000,0.0000,-18.5000,554,998
p0151,swap,A,-0.0006,-21.8756,-7.5006,554,993
p0152,orig,C,-1.1372,-8.1372,-0.3872,758,1377
p0152,swap,B,-3.5474,-0.0474,-4.0474,758,1367
p0153,orig,A,-0.0032,-21.6282,-5.7532,552,1001
p0153,swap,B,-16.0000,-0.0000,-12.2500,552,988
p0154,orig,B,-4.0266,-0.0266,-4.7766,522,955
p0154,swap,A,-0.4741,-17.5991,-0.9741,522,950
p0155,orig,B,-7.5006,-0.0006,-9.2506,469,870
p0155,swap,A,-0.0142,-12.7642,-4.2642,469,861
p0156,orig,A,-0.0233,-10.2733,-3.7733,277,542
p0156,swap,B,-22.5000,-0.0000,-13.5000,277,528
p0157,orig,A,-0.0399,-6.2899,-3.2899,857,1579
p0157,swap,B,-18.0000,-0.0000,-16.0000,857,1606
p0158,orig,A,-0.3874,-7.6374,-1.1374,611,1142
p0158,swap,B,-3.3641,-0.1141,-2.6141,611,1124
p0159,orig,A,-0.0032,-13.7532,-5.7532,662,1214
p0159,swap,B,-19.5000,-0.0000,-14.2500,662,1215
p0160,orig,B,-17.5000,-0.0000,-13.5000,466,868
p0160,swap,A,-0.0006,-18.8756,-7.5006,466,852
p0161,orig,B,-15.7500,-0.0000,-17.0000,376,676
p0161,swap,A,-0.5777,-6.3277,-0.8277,376,662
p0162,orig,A,-0.0041,-14.3791,-5.5041,483,864
p0162,swap,A,-0.0019,-12.2519,-6.2519,483,868
p0163,orig,A,-0.1276,-7.3776,-2.1276,673,1221
p0163,swap,C,-3.5312,-6.5312,-0.0312,673,1227
p0164,orig,A,-0.0001,-16.2501,-9.7501,551,992
p0164,swap,A,-0.0032,-16.6282,-5.7532,551,977
p0165,orig,A,-0.0001,-17.6251,-9.2501,583,1079
p0165,swap,B,-5.2693,-0.0193,-4.2693,583,1080
p0166,orig,A,-0.0007,-7.7507,-8.2507,421,772
p0166,swap,A,-0.0016,-9.7516,-6.5016,421,754
p0167,orig,C,-12.2500,-17.5000,-0.0000,286,536
p0167,swap,C,-12.2500,-17.5000,-0.0000,286,523
p0168,orig,B,-10.0020,-0.0020,-6.2520,392,717
p0168,swap,B,-4.5111,-0.0111,-12.2611,392,716
p0169,orig,A,-0.0016,-9.7516,-6.5016,421,754
p0169,swap,A,-0.0007,-7.7507,-8.2507,421,757
p0170,orig,A,-0.0000,-16.0000,-11.2500,597,1087
p0170,swap,B,-16.2500,-0.0000,-11.2500,597,1081
p0171,orig,A,-0.0033,-8.7533,-5.7533,548,982
p0171,swap,A,-0.0007,-11.7507,-7.2507,548,973
p0172,orig,A,-0.0000,-22.5000,-10.2500,410,734
p0172,swap,B,-16.0000,-0.0000,-12.0000,410,728
p0173,orig,A,-0.0012,-19.5012,-6.7512,456,839
p0173,swap,B,-16.5000,-0.0000,-11.0000,456,832
p0174,orig,A,-0.3871,-8.3871,-1.1371,555,985
p0174,swap,A,-0.6941,-6.9441,-0.6941,555,975
p0175,orig,B,-9.0007,-0.0007,-7.5007,433,777
p0175,swap,A,-0.0001,-21.5001,-9.5001,433,762
p0176,orig,B,-11.2501,-0.0001,-10.0001,402,726
p0176,swap,A,-0.0000,-16.7500,-15.7500,402,722
p0177,orig,C,-1.7014,-17.5764,-0.2014,278,534
p0177,swap,C,-1.1369,-16.5119,-0.3869,278,517
p0178,orig,A,-0.0055,-5.2555,-8.2555,464,826
p0178,swap,A,-0.0303,-3.5303,-7.5303,464,835
p0179,orig,B,-16.5000,-0.0000,-12.5000,371,671
p0179,swap,A,-0.0000,-13.2500,-10.2500,371,657
p0180,orig,B,-10.7500,-0.0000,-16.7500,597,1067
p0180,swap,A,-0.0009,-11.2509,-7.0009,597,1081
p0181,orig,B,-17.5000,0.0000,-20.2500,639,1114
p0181,swap,A,-0.0001,-10.7501,-10.0001,639,1106
p0182,orig,A,-0.0389,-3.2889,-7.0389,816,1485
p0182,swap,A,-0.0001,-9.2501,-12.0001,816,1583
p0183,orig,A,-0.0800,-2.5800,-6.8300,746,1327
p0183,swap,A,-0.0086,-4.7586,-10.5086,746,1303
p0184,orig,A,0.0000,-23.2500,-18.0000,579,1074
p0184,swap,B,-25.2500,0.0000,-19.5000,579,1064
p0185,orig,A,0.0000,-20.0000,-17.0000,425,762
p0185,swap,B,-20.3750,0.0000,-19.8750,425,750
p0186,orig,A,-0.0087,-4.7587,-9.2587,656,1169
p0186,swap,A,-0.0002,-8.7502,-11.0002,656,1190
p0187,orig,B,-0.8993,-0.6493,-2.6493,672,1194
p0187,swap,A,-0.0065,-5.5065,-6.0065,672,1180
p0188,orig,A,-0.0001,-10.5001,-9.2501,754,1334
p0188,swap,A,-0.2572,-1.5072,-5.2572,754,1326
p0189,orig,B,-17.5000,0.0000,-19.7500,930,1709
p0189,swap,A,-0.0000,-15.2500,-15.7500,930,1699
p0190,orig,B,-9.0001,-0.0001,-16.2501,905,1712
p0190,swap,A,-0.0000,-12.2500,-15.5000,905,3289
p0191,orig,A,0.0000,-21.7500,-19.0000,1424,2853
p0191,swap,B,-22.6250,0.0000,-22.5000,1424,3390
p0192,orig,B,-3.7733,-0.0233,-11.0233,999,2125
p0192,swap,A,-0.0000,-12.5000,-12.5000,999,1897
p0193,orig,A,0.0000,-20.1250,-17.7500,1518,3742
p0193,swap,B,-23.1250,0.0000,-21.2500,1518,3069
p0194,orig,A,-0.1280,-6.8780,-2.1280,732,1327
p0194,swap,A,-0.0041,-12.7541,-5.5041,732,1288
p0195,orig,B,-6.2261,-0.4761,-0.9761,861,1573
p0195,swap,C,-1.7030,-1.7030,-0.4530,861,1578
p0196,orig,A,-0.0110,-16.2610,-4.5110,737,1362
p0196,swap,B,-10.2611,-0.0111,-4.5111,737,1330
p0197,orig,A,-0.0068,-9.2568,-5.0068,468,885
p0197,swap,A,-0.1008,-7.3508,-2.3508,468,883
p0198,orig,B,-16.5000,-0.0000,-16.7500,876,1750
p0198,swap,A,-0.0003,-11.5003,-8.2503,876,1670
p0199,orig,B,-12.2500,-0.0000,-11.5000,868,1574
p0199,swap,A,-0.2030,-6.4530,-1.7030,868,1568
p0200,orig,A,0.0000,-23.3750,-18.2500,509,919
p0200,swap,B,-24.2500,0.0000,-20.3750,509,874
p0201,orig,A,0.0000,-21.7500,-16.7500,611,1110
p0201,swap,B,-24.3750,0.0000,-20.5000,611,1134
p0202,orig,B,-0.9743,-0.4743,-8.2243,1159,2271
p0202,swap,A,-0.1345,-4.8845,-2.1345,1159,2402
p0203,orig,A,-0.0054,-8.7554,-5.2554,1023,3995
p0203,swap,B,-20.1250,-0.0000,-14.2500,1023,3875
p0204,orig,B,-21.6250,0.0000,-19.8750,508,2434
p0204,swap,A,-0.0003,-8.2503,-13.2503,508,763
p0205,orig,B,-8.2503,-0.0003,-14.0003,617,981
p0205,swap,A,-0.0011,-8.7511,-7.0011,617,1068
p0206,orig,A,0.0000,-22.6250,-21.0000,420,789
p0206,swap,B,-21.1250,0.0000,-17.5000,420,776
p0207,orig,A,0.0000,-23.7500,-20.5000,459,871
p0207,swap,B,-21.0000,-0.0000,-16.0000,459,869
p0208,orig,A,-0.0000,-17.5000,-13.5000,924,1784
p0208,swap,B,-22.5000,0.0000,-21.1250,924,1806
p0209,orig,A,-0.0000,-14.7500,-15.2500,911,1760
p0209,swap,B,-22.0000,0.0000,-20.6250,911,1728
p0210,orig,B,-10.0010,-0.0010,-7.0010,714,1375
p0210,swap,C,-7.0641,-1.3141,-0.3141,714,1388
p0211,orig,B,-9.0068,-0.0068,-5.0068,648,5198
p0211,swap,A,-0.0380,-12.0380,-3.2880,648,1336
p0212,orig,A,-0.0111,-9.5111,-4.5111,345,896
p0212,swap,B,-11.2502,-0.0002,-8.5002,345,873
p0213,orig,A,-0.0000,-20.0000,-14.2500,556,1318
p0213,swap,B,-21.8750,0.0000,-17.7500,556,1303
p0214,orig,B,-14.2500,-0.0000,-16.7500,988,3873
p0214,swap,A,-0.2016,-8.4516,-1.7016,988,1920
p0215,orig,B,-11.2512,-0.0012,-6.7512,557,1349
p0215,swap,C,-3.2881,-11.4131,-0.0381,557,1310
p0216,orig,A,-0.0089,-4.7589,-8.0089,690,1616
p0216,swap,B,-11.0000,-0.0000,-10.5000,690,1655
p0217,orig,B,-8.0003,-0.0003,-11.2503,416,988
p0217,swap,A,-0.0000,-18.3750,-11.5000,416,892
p0218,orig,C,-16.7500,-21.7500,0.0000,416,893
p0218,swap,C,-16.7500,-21.7500,0.0000,416,899
p0219,orig,A,-0.0001,-10.2501,-11.0001,549,1208
p0219,swap,B,-7.5006,-0.0006,-11.0006,549,1291
p0220,orig,A,-0.0000,-18.8750,-14.5000,416,949
p0220,swap,A,-0.0053,-10.7553,-5.2553,416,876
p0221,orig,A,-0.0000,-10.5000,-11.0000,450,1026
p0221,swap,B,-15.5000,-0.0000,-19.8750,450,1090
p0222,orig,C,-2.8120,-9.8120,-0.0620,457,1098
