pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0114,swap,A,-0.4690,-1.5940,-1.8440,337,53
p0117,orig,A,-0.4720,-2.2220,-1.3470,254,55
p0117,swap,A,-0.4715,-2.2215,-1.3465,254,39
p0118,orig,A,-0.4900,-2.1150,-1.3650,268,59
p0118,swap,A,-0.4107,-2.1607,-1.5357,268,42
p0120,orig,A,-0.3468,-2.2218,-1.7218,234,54
p0120,swap,A,-0.3970,-2.2720,-1.5220,234,38
p0122,orig,A,-0.2555,-1.7555,-3.0055,241,55
p0122,swap,A,-0.2443,-1.7443,-3.2443,241,39
p0123,orig,A,-0.3825,-1.3825,-2.7575,354,68
p0123,swap,A,-0.3997,-1.3997,-2.5247,354,55
p0124,orig,A,-0.2778,-1.6528,-3.0278,272,558
p0124,swap,A,-0.3175,-1.5675,-2.8175,272,43
p0125,orig,A,-0.2774,-1.6524,-3.0274,251,56
p0125,swap,A,-0.2410,-1.8660,-2.8660,251,38
p0126,orig,A,-0.3812,-1.3812,-2.7562,295,59
p0126,swap,A,-0.3525,-1.4775,-2.7275,295,47
p0130,orig,A,-0.4571,-1.7071,-1.7071,367,70
p0130,swap,A,-0.5164,-1.8914,-1.3914,367,56
p0132,orig,A,-0.5551,-1.6801,-1.4301,387,71
p0132,swap,A,-0.5556,-1.4306,-1.6806,387,60
p0133,orig,A,-0.8172,-1.0672,-1.5672,547,95
p0133,swap,A,-0.4870,-1.3620,-2.1120,547,80
p0137,orig,A,-0.8841,-1.3841,-1.1341,784,140
p0137,swap,C,-1.2672,-1.2672,-0.8922,784,123
p0138,orig,A,-0.4559,-1.4559,-2.0809,397,73
p0138,swap,A,-0.6173,-1.3673,-1.6173,397,60
p0142,orig,A,-0.5149,-1.2649,-2.1399,1214,292
p0142,swap,A,-0.7033,-0.8283,-2.7033,1214,213
p0143,orig,C,-0.9474,-2.1974,-0.6974,583,101
p0143,swap,A,-0.6645,-2.0395,-1.0395,583,89
p0145,orig,A,-0.4541,-1.3291,-2.3291,1206,221
p0145,swap,A,-0.6824,-0.8074,-3.0574,1206,213
p0146,orig,A,-0.6075,-1.1075,-2.1075,884,159
p0146,swap,A,-0.8844,-1.0094,-1.5094,884,145
p0150,orig,A,-0.5020,-1.2520,-2.2520,507,90
p0150,swap,A,-0.4683,-1.2183,-2.5933,507,75
p0152,orig,A,-0.5182,-1.3932,-1.8932,715,150
p0152,swap,A,-0.4493,-1.4493,-2.0743,715,131
p0153,orig,A,-0.3910,-1.3910,-2.6410,509,101
p0153,swap,A,-0.6838,-1.0588,-1.9338,509,86
p0156,orig,A,-0.7384,-1.7384,-1.1134,234,58
p0156,swap,A,-0.6193,-1.4943,-1.4943,234,48
p0158,orig,A,-0.6159,-1.4909,-1.4909,568,112
p0158,swap,A,-0.4414,-1.5664,-1.9414,568,101
p0161,orig,A,-0.7973,-1.0473,-1.6723,333,93
p0161,swap,A,-0.9541,-1.2041,-1.2041,333,64
p0168,orig,A,-0.5657,-1.4407,-1.6907,349,83
p0168,swap,A,-0.7404,-1.3654,-1.3654,349,66
p0170,orig,C,-1.3949,-1.5199,-0.6449,554,115
p0170,swap,C,-1.0723,-1.5723,-0.8223,554,100
p0171,orig,A,-0.4509,-1.2009,-2.8259,505,101
p0171,swap,A,-0.6256,-1.2506,-1.7506,505,86
p0174,orig,C,-1.2530,-2.2530,-0.5030,512,100
p0174,swap,C,-1.1660,-2.2910,-0.5410,512,86
p0178,orig,A,-0.8464,-1.7214,-0.9714,421,93
p0178,swap,A,-0.8137,-1.4387,-1.1887,421,84
p0182,orig,A,-0.5058,-1.7558,-1.5058,773,167
p0182,swap,A,-0.7469,-1.6219,-1.1219,773,147
p0186,orig,A,-0.6850,-1.0600,-1.9350,613,127
p0186,swap,A,-0.6966,-0.9466,-2.1966,613,112
p0187,orig,A,-0.6128,-1.3628,-1.6128,629,129
p0187,swap,A,-0.5355,-1.4105,-1.7855,629,110
p0188,orig,A,-0.6149,-1.3649,-1.6149,711,176
p0188,swap,A,-0.5161,-1.3911,-1.8911,711,131
p0189,orig,A,-0.6820,-1.1820,-1.6820,887,259
p0189,swap,A,-0.7661,-1.0161,-1.7661,887,153
p0190,orig,A,-0.6005,-1.2255,-1.8505,862,186
p0190,swap,A,-0.5561,-1.4311,-1.6811,862,160
p0191,orig,A,-0.3579,-1.4829,-2.6079,1381,512
p0191,swap,A,-0.4055,-1.5305,-2.1555,1381,286
p0192,orig,A,-0.6111,-1.3611,-1.6111,956,193
p0192,swap,A,-0.4548,-1.7048,-1.7048,956,215
p0193,orig,A,-0.4047,-1.5297,-2.1547,1475,357
p0193,swap,A,-0.6115,-1.6115,-1.3615,1475,315
p0194,orig,A,-0.4522,-1.3272,-2.3272,689,166
p0194,swap,A,-0.3414,-1.7164,-2.2164,689,121
p0195,orig,A,-0.3790,-1.5040,-2.3790,818,175
p0195,swap,A,-0.3990,-1.3990,-2.5240,818,154
p0196,orig,A,-0.3179,-1.6929,-2.4429,694,139
p0196,swap,A,-0.5000,-1.2500,-2.2500,694,122
p0203,orig,A,-0.8022,-1.1772,-1.4272,980,204
p0203,swap,A,-0.5626,-1.5626,-1.5626,980,183
p0205,orig,A,-0.6402,-1.5152,-1.3902,574,116
p0205,swap,A,-0.5591,-1.5591,-1.5591,574,110
p0208,orig,A,-0.7684,-1.2684,-1.3934,881,184
p0208,swap,A,-0.7476,-1.2476,-1.4976,881,163
p0209,orig,A,-0.7422,-1.4922,-1.2422,868,183
p0209,swap,A,-0.7435,-1.2435,-1.4935,868,165
p0214,orig,A,-0.5334,-1.9084,-1.4084,945,199
p0214,swap,C,-0.9841,-1.7341,-0.8591,945,181
p0215,orig,A,-0.9136,-1.2886,-1.1636,514,108
p0215,swap,A,-0.7027,-1.3277,-1.4527,514,92
p0219,orig,A,-0.1612,-2.1612,-3.4112,506,108
p0219,swap,A,-0.1473,-2.2723,-3.3973,506,87
p0221,orig,A,-0.2553,-2.2553,-2.1303,407,87
p0221,swap,A,-0.2691,-2.1441,-2.1441,407,91
p0223,orig,A,-0.5244,-1.1494,-2.3994,1349,303
p0223,swap,A,-0.3170,-1.6920,-2.4420,1349,271
p0226,orig,A,-0.2393,-1.8643,-2.8643,701,141
p0226,swap,A,-0.2755,-1.7755,-2.6505,701,126
p0228,orig,A,-0.2689,-1.7689,-2.7689,444,95
p0228,swap,A,-0.4406,-1.5656,-1.9406,444,78
p0229,orig,A,-0.4851,-1.3601,-2.1101,455,92
p0229,swap,A,-0.3954,-1.5204,-2.2704,455,82
p0232,orig,A,-0.4312,-1.3062,-2.5562,622,125
p0232,swap,A,-0.3688,-1.4938,-2.4938,622,115
p0233,orig,A,-0.4312,-1.3062,-2.5562,622,110
p0233,swap,A,-0.3688,-1.4938,-2.4938,622,109
p0240,orig,A,-0.2960,-1.5460,-3.1710,506,93
p0240,swap,A,-0.2908,-1.5408,-3.2908,506,87
p0244,orig,A,-0.2671,-1.7671,-2.7671,730,222
p0244,swap,A,-0.2426,-1.7426,-3.2426,730,131
p0247,orig,A,-0.5832,-1.2082,-1.9582,1173,251
p0247,swap,A,-0.5640,-1.0640,-2.5640,1173,232
p0248,orig,A,-0.4647,-1.3397,-2.2147,1306,499
p0248,swap,A,-0.3079,-1.5579,-2.9329,1306,270
p0249,orig,A,-0.4997,-1.2497,-2.2497,1217,262
p0249,swap,A,-0.3926,-1.3926,-2.6426,1217,243
p0250,orig,A,-0.5568,-1.0568,-2.5568,896,248
p0250,swap,A,-0.5829,-1.2079,-1.9579,896,158
p0253,orig,A,-0.7931,-0.9181,-1.9181,1226,273
p0253,swap,A,-0.4654,-1.2154,-2.5904,1226,241
p0259,orig,A,-0.4656,-1.4656,-1.9656,770,163
p0259,swap,A,-0.5136,-1.2636,-2.1386,770,133
p0276,orig,A,-0.5817,-1.4567,-1.5817,698,311
p0276,swap,A,-0.4849,-1.4849,-1.8599,698,124
p0277,orig,A,-0.6004,-1.2254,-1.8504,1290,291
p0277,swap,A,-0.3884,-1.3884,-2.6384,1290,266
p0278,orig,A,-0.5811,-1.4561,-1.5811,773,162
p0278,swap,A,-0.3923,-1.5173,-2.2673,773,145
p0281,orig,A,-0.4207,-1.2957,-2.6707,1173,237
p0281,swap,A,-0.3930,-1.2680,-3.1430,1173,256
p0284,orig,A,-0.3910,-1.5160,-2.2660,1414,351
p0284,swap,A,-0.3580,-1.4830,-2.6080,1414,306
p0285,orig,A,-0.5273,-1.5273,-1.6523,966,215
p0285,swap,A,-0.3948,-1.6448,-2.0198,966,186
p0286,orig,A,-0.3794,-1.6294,-2.1294,1453,337
p0286,swap,A,-0.4951,-1.3701,-1.9951,1453,312
p0295,orig,B,-1.2295,-0.9795,-1.1045,1331,293
p0295,swap,A,-0.6216,-0.9966,-2.3716,1331,278
p0296,orig,C,-1.5090,-1.0090,-0.8840,1520,420
p0296,swap,B,-1.0700,-0.9450,-1.3200,1520,320
p0300,orig,A,-0.4382,-1.5632,-1.9382,492,105
p0300,swap,A,-0.4491,-1.4491,-2.0741,492,85
p0302,orig,A,-0.3562,-1.7312,-2.1062,642,155
p0302,swap,A,-0.4566,-1.5816,-1.8316,642,126
p0304,orig,A,-0.8001,-1.1751,-1.4251,696,205
p0304,swap,A,-0.6020,-1.2270,-1.8520,696,122
p0305,orig,A,-0.7051,-1.2051,-1.5801,1482,353
p0305,swap,A,-0.6585,-1.1585,-1.7835,1482,319
p0306,orig,A,-0.4080,-1.4080,-2.4080,1570,368
p0306,swap,A,-0.6805,-1.1805,-1.6805,1570,465
p0314,orig,A,-0.4860,-1.2360,-2.3610,1251,296
p0314,swap,A,-0.4948,-1.3698,-1.9948,1251,252
p0318,orig,A,-0.3139,-1.4389,-3.4389,1313,356
p0318,swap,A,-0.2207,-1.8457,-3.2207,1313,269
p0319,orig,A,-0.4831,-1.4831,-1.8581,1673,656
p0319,swap,A,-0.3197,-1.8197,-2.1947,1673,374
p0323,orig,A,-0.4678,-1.4678,-1.9678,670,140
p0323,swap,A,-0.4209,-1.4209,-2.2959,670,119
p0324,orig,A,-0.3543,-1.8543,-1.9793,829,186
p0324,swap,A,-0.2281,-2.2281,-2.3531,829,157
p0326,orig,A,-0.4524,-1.3274,-2.3274,715,166
p0326,swap,A,-0.4753,-1.2253,-2.4753,715,137
p0328,orig,A,-0.4666,-1.4666,-1.9666,779,165
p0328,swap,A,-0.4204,-1.5454,-2.0454,779,145
p0332,orig,A,-0.2277,-2.2277,-2.3527,577,128
p0332,swap,A,-0.2849,-1.7849,-2.5349,577,107
p0333,orig,A,-0.3014,-1.9264,-2.1764,524,111
p0333,swap,A,-0.3080,-1.8080,-2.3080,524,96
p0334,orig,A,-0.3364,-1.8364,-2.0864,566,116
p0334,swap,A,-0.2476,-1.9976,-2.4976,566,101
p0335,orig,A,-0.3183,-1.6933,-2.4433,533,114
p0335,swap,A,-0.2216,-2.0966,-2.5966,533,97
p0339,orig,A,-0.4777,-1.7277,-1.6027,736,176
p0339,swap,A,-0.5657,-1.8157,-1.3157,736,134
p0344,orig,A,-0.4516,-1.3266,-2.3266,987,211
p0344,swap,A,-0.3677,-1.4927,-2.4927,987,190
p0345,orig,A,-0.1570,-2.1570,-3.5320,784,166
p0345,swap,A,-0.2388,-1.8638,-2.8638,784,145
p0346,orig,A,-0.3976,-1.3976,-2.5226,956,199
p0346,swap,A,-0.3073,-1.5573,-2.9323,956,180
p0348,orig,A,-0.3221,-1.5721,-2.6971,1107,254
p0348,swap,A,-0.3582,-1.4832,-2.6082,1107,217
