pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0153,swap,A,-0.7884,-1.0384,-1.6634,587,109
p0156,orig,A,-0.9385,-1.4385,-1.0635,312,66
p0156,swap,A,-0.8530,-1.2280,-1.3530,312,61
p0158,orig,A,-0.7682,-1.3932,-1.2682,646,132
p0158,swap,A,-0.5355,-1.4105,-1.7855,646,118
p0161,orig,A,-0.9699,-0.9699,-1.4699,411,93
p0161,swap,A,-1.0342,-1.2842,-1.0342,411,77
p0168,orig,A,-0.6450,-1.5200,-1.3950,427,98
p0168,swap,A,-0.7724,-1.3974,-1.2724,427,80
p0170,orig,C,-1.4617,-1.5867,-0.5867,632,129
p0170,swap,C,-1.2431,-1.4931,-0.7431,632,115
p0171,orig,A,-0.6350,-1.0100,-2.2600,583,120
p0171,swap,A,-0.8136,-1.0636,-1.5636,583,106
p0174,orig,C,-1.5488,-2.0488,-0.4238,590,123
p0174,swap,C,-1.7371,-2.1121,-0.3621,590,110
p0178,orig,A,-0.8828,-1.8828,-0.8828,499,100
p0178,swap,A,-0.8735,-1.6235,-0.9985,499,92
p0182,orig,A,-0.7666,-1.7666,-1.0166,851,181
p0182,swap,C,-1.0183,-1.7683,-0.7683,851,165
p0186,orig,A,-0.7754,-1.1504,-1.5254,691,138
p0186,swap,A,-0.8608,-0.9858,-1.6108,691,127
p0187,orig,A,-0.5820,-1.5820,-1.4570,707,150
p0187,swap,A,-0.4799,-1.6049,-1.7299,707,134
p0188,orig,A,-0.6698,-1.4198,-1.4198,789,167
p0188,swap,A,-0.5342,-1.4092,-1.7842,789,150
p0189,orig,A,-0.8324,-1.2074,-1.3324,965,216
p0189,swap,A,-0.9144,-1.0394,-1.4144,965,184
p0190,orig,A,-0.6698,-1.2948,-1.5448,940,191
p0190,swap,A,-0.6668,-1.4168,-1.4168,940,179
p0191,orig,A,-0.5007,-1.6257,-1.6257,1459,342
p0191,swap,A,-0.6372,-1.5122,-1.3872,1459,319
p0192,orig,A,-0.6993,-1.4493,-1.3243,1034,219
p0192,swap,A,-0.5812,-1.5812,-1.4562,1034,207
p0193,orig,A,-0.4317,-1.6817,-1.8067,1553,372
p0193,swap,A,-0.6595,-1.7845,-1.1595,1553,344
p0194,orig,A,-0.4796,-1.3546,-2.1046,767,151
p0194,swap,A,-0.3898,-1.7648,-1.8898,767,143
p0195,orig,A,-0.4484,-1.4484,-2.0734,896,194
p0195,swap,A,-0.4805,-1.3555,-2.1055,896,168
p0196,orig,A,-0.3565,-1.7315,-2.1065,772,165
p0196,swap,A,-0.4998,-1.2498,-2.2498,772,146
p0203,orig,A,-0.6391,-1.5141,-1.3891,1058,227
p0203,swap,A,-0.5320,-1.6570,-1.5320,1058,207
p0205,orig,A,-0.7899,-1.6649,-1.0399,652,136
p0205,swap,A,-0.5680,-1.8180,-1.3180,652,118
p0208,orig,A,-0.9168,-1.4168,-1.0418,959,197
p0208,swap,A,-0.8040,-1.3040,-1.3040,959,182
p0209,orig,C,-1.0696,-1.5696,-0.8196,946,194
p0209,swap,A,-0.8361,-1.3361,-1.2111,946,182
p0214,orig,A,-0.6974,-1.9474,-1.0724,1023,209
p0214,swap,C,-1.0044,-1.8794,-0.7544,1023,195
p0215,orig,A,-0.9487,-1.3237,-1.0737,592,121
p0215,swap,C,-1.0415,-1.4165,-0.9165,592,111
p0219,orig,A,-0.2391,-1.8641,-2.8641,584,119
p0219,swap,A,-0.3066,-1.6816,-2.5566,584,107
p0221,orig,A,-0.2847,-2.1597,-2.0347,485,98
p0221,swap,A,-0.3022,-2.1772,-1.9272,485,84
p0223,orig,A,-0.5650,-1.1900,-2.0650,1427,323
p0223,swap,A,-0.4319,-1.6819,-1.8069,1427,306
p0226,orig,A,-0.2959,-1.7959,-2.4209,779,161
p0226,swap,A,-0.2761,-1.9011,-2.4011,779,148
p0228,orig,A,-0.3806,-1.6306,-2.1306,522,108
p0228,swap,A,-0.5813,-1.5813,-1.4563,522,94
p0229,orig,A,-0.5287,-1.5287,-1.6537,533,99
p0229,swap,A,-0.5062,-1.5062,-1.7562,533,99
p0232,orig,A,-0.4087,-1.4087,-2.4087,700,139
p0232,swap,A,-0.3417,-1.5917,-2.4667,700,127
p0233,orig,A,-0.4087,-1.4087,-2.4087,700,123
p0233,swap,A,-0.3417,-1.5917,-2.4667,700,126
p0240,orig,A,-0.4201,-1.4201,-2.2951,584,109
p0240,swap,A,-0.5129,-1.2629,-2.1379,584,106
p0244,orig,A,-0.3174,-1.6924,-2.4424,808,159
p0244,swap,A,-0.2899,-1.6649,-2.7899,808,160
p0247,orig,A,-0.7720,-1.1470,-1.5220,1251,278
p0247,swap,A,-0.7036,-1.0786,-1.8286,1251,263
p0248,orig,A,-0.6811,-1.1811,-1.6811,1384,315
p0248,swap,A,-0.4523,-1.3273,-2.3273,1384,300
p0249,orig,A,-0.7633,-1.2633,-1.3883,1295,301
p0249,swap,A,-0.6036,-1.2286,-1.8536,1295,286
p0250,orig,A,-0.6343,-1.0093,-2.2593,974,213
p0250,swap,A,-0.6701,-1.2951,-1.5451,974,201
p0253,orig,A,-0.9453,-1.0703,-1.3203,1304,300
p0253,swap,A,-0.5653,-1.3153,-1.8153,1304,294
p0259,orig,A,-0.8672,-1.2422,-1.2422,848,195
p0259,swap,A,-0.8710,-1.1210,-1.3710,848,179
p0276,orig,A,-0.5570,-1.6820,-1.4320,776,183
p0276,swap,A,-0.4786,-1.7286,-1.6036,776,161
p0277,orig,A,-0.6976,-1.3226,-1.4476,1368,321
p0277,swap,A,-0.4567,-1.5817,-1.8317,1368,303
p0278,orig,A,-0.7072,-1.5822,-1.2072,851,187
p0278,swap,A,-0.5278,-1.5278,-1.6528,851,173
p0281,orig,A,-0.6210,-1.2460,-1.7460,1251,274
p0281,swap,A,-0.5651,-1.3151,-1.8151,1251,239
p0284,orig,A,-0.6658,-1.4158,-1.4158,1492,311
p0284,swap,A,-0.4534,-1.7034,-1.7034,1492,289
p0285,orig,A,-0.5806,-1.5806,-1.4556,1044,194
p0285,swap,A,-0.3720,-1.9970,-1.7470,1044,181
p0286,orig,A,-0.4661,-1.9661,-1.4661,1531,312
p0286,swap,A,-0.5270,-1.5270,-1.6520,1531,297
p0295,orig,C,-1.2784,-1.1534,-0.9034,1409,285
p0295,swap,A,-0.7872,-1.0372,-1.6622,1409,275
p0296,orig,C,-1.6199,-1.1199,-0.7449,1598,336
p0296,swap,B,-1.1432,-1.0182,-1.1432,1598,322
p0300,orig,A,-0.6373,-1.3873,-1.5123,570,101
p0300,swap,A,-0.6216,-1.2466,-1.7466,570,90
p0302,orig,A,-0.3957,-1.6457,-2.0207,720,131
p0302,swap,A,-0.5014,-1.6264,-1.6264,720,119
p0304,orig,A,-0.6458,-1.6458,-1.2708,774,141
p0304,swap,A,-0.5346,-1.4096,-1.7846,774,129
p0305,orig,A,-0.9793,-1.1043,-1.2293,1560,316
p0305,swap,A,-0.8397,-1.0897,-1.4647,1560,308
p0306,orig,A,-0.4050,-1.5300,-2.1550,1648,348
p0306,swap,A,-0.7991,-1.1741,-1.4241,1648,330
p0314,orig,A,-0.4197,-1.4197,-2.2947,1329,271
p0314,swap,A,-0.4561,-1.5811,-1.8311,1329,258
p0318,orig,A,-0.5284,-1.2784,-2.0284,1391,285
p0318,swap,A,-0.3522,-1.6022,-2.3522,1391,293
p0319,orig,A,-0.5008,-1.6258,-1.6258,1751,413
p0319,swap,A,-0.5006,-1.6256,-1.6256,1751,388
p0323,orig,A,-0.5832,-1.5832,-1.4582,748,153
p0323,swap,A,-0.5023,-1.6273,-1.6273,748,132
p0324,orig,A,-0.6241,-1.7491,-1.2491,907,182
p0324,swap,A,-0.4211,-2.0461,-1.5461,907,162
p0326,orig,A,-0.4840,-1.4840,-1.8590,793,144
p0326,swap,A,-0.5653,-1.3153,-1.8153,793,138
p0328,orig,A,-0.6085,-1.4835,-1.4835,857,163
p0328,swap,A,-0.5269,-1.6519,-1.5269,857,148
p0332,orig,A,-0.2990,-2.0490,-2.0490,655,119
p0332,swap,A,-0.3949,-1.6449,-2.0199,655,107
p0333,orig,A,-0.4206,-2.0456,-1.5456,602,110
p0333,swap,A,-0.4539,-1.7039,-1.7039,602,97
p0334,orig,A,-0.3903,-1.7653,-1.8903,644,116
p0334,swap,A,-0.3011,-1.9261,-2.1761,644,103
p0335,orig,A,-0.4841,-1.4841,-1.8591,611,115
p0335,swap,A,-0.3518,-1.8518,-1.9768,611,96
p0339,orig,A,-0.5334,-1.7834,-1.4084,814,148
p0339,swap,A,-0.5656,-1.8156,-1.3156,814,136
p0344,orig,A,-0.3650,-1.6150,-2.2400,1065,201
p0344,swap,A,-0.2367,-1.9867,-2.6117,1065,188
p0345,orig,A,-0.3010,-1.9260,-2.1760,862,154
p0345,swap,A,-0.3790,-1.6290,-2.1290,862,152
p0346,orig,A,-0.3914,-1.5164,-2.2664,1034,195
p0346,swap,A,-0.2880,-1.9130,-2.2880,1034,189
p0348,orig,A,-0.3787,-1.5037,-2.3787,1185,251
p0348,swap,A,-0.3791,-1.5041,-2.3791,1185,226
